;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;givenname;familyname;sex;birth;death;placebirth;placedeath;image
32285;10058384;Park;http://www.wikidata.org/entity/Q219086;Mungo Park;Mungo;Park;männlich;1771-09-11T00:00:00Z;1806-01-01T00:00:00Z;http://www.wikidata.org/entity/Q22;http://www.wikidata.org/entity/Q635055;
32286;10058389;Sonnenpark;;;;;;;;;;
32287;10058394;Hirzbodenpark;;;;;;;;;;
32288;10058395;Kurpark;;;;;;;;;;
32289;10058398;Yumo Park;;;;;;;;;;
32290;10058399;Schorenpark;;;;;;;;;;
32291;10058400;Riburgpark;;;;;;;;;;
32292;10058401;Schlösslipark;;;;;;;;;;
32293;10058408;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
32294;10058409;Oberhof;http://www.wikidata.org/entity/Q71087;Ute Oberhoffner;Ute;Weiß;weiblich;1961-09-15T00:00:00Z;;http://www.wikidata.org/entity/Q205929;;
32295;10058411;Winkel;;;;;;;;;;
32296;10058419;Winkel;;;;;;;;;;
32297;10058420;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
32298;10058432;Hubel;http://www.wikidata.org/entity/Q295644;David H. Hubel;Hunter;Hubel;männlich;1926-02-27T00:00:00Z;2013-09-22T00:00:00Z;http://www.wikidata.org/entity/Q182625;http://www.wikidata.org/entity/Q663035;
32299;10058433;Kumm;http://www.wikidata.org/entity/Q65596;Oskar Kummetz;Oskar;;männlich;1891-07-21T00:00:00Z;1980-12-17T00:00:00Z;http://www.wikidata.org/entity/Q683153;http://www.wikidata.org/entity/Q4149;
32300;10058434;Jupiter;;;;;;;;;;
32301;10058435;Kanzlei;;;;;;;;;;
32302;10058453;Nüsslisbühl;;;;;;;;;;
32303;10058468;Komturei;;;;;;;;;;
32304;10058481;Rotmatt;;;;;;;;;;
32305;10058482;Bisegg;;;;;;;;;;
32306;10058483;Trummer;http://www.wikidata.org/entity/Q21610983;Franz Xaver Trummer;Franz;;männlich;;1858-01-01T00:00:00Z;;;
32307;10058484;Wertenbühl;;;;;;;;;;
32308;10058485;Bühlmatte;;;;;;;;;;
32309;10058486;Widisberg;;;;;;;;;;
32310;10058529;Gütsch;http://www.wikidata.org/entity/Q114251;Alfred Gutschelhofer;Alfred;;männlich;1960-07-28T00:00:00Z;;http://www.wikidata.org/entity/Q13298;;
32311;10058530;Gütsch;http://www.wikidata.org/entity/Q114251;Alfred Gutschelhofer;Alfred;;männlich;1960-07-28T00:00:00Z;;http://www.wikidata.org/entity/Q13298;;
32312;10058538;Rüti;http://www.wikidata.org/entity/Q40117;Rutina Wesley;;Wesley;weiblich;1978-12-21T00:00:00Z;;http://www.wikidata.org/entity/Q23768;;
32313;10058555;Flötzli;;;;;;;;;;
32314;10058562;Mühle;;;;;;;;;;
32315;10058566;Bleiken;;;;;;;;;;
32316;10058568;Hochhaus;http://www.wikidata.org/entity/Q89870;Christoph Hochhäusler;Christoph;Hochhäusler;männlich;1972-07-10T00:00:00Z;;http://www.wikidata.org/entity/Q1726;;
32317;10058573;Kreuz;;;;;;;;;;
32318;10058580;Froheim;;;;;;;;;;
32319;10058590;Silberwis;;;;;;;;;;
32320;10058618;Bahnhof;;;;;;;;;;
32321;10058619;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
32322;10058620;Wirtshaus;;;;;;;;;;
32323;10058622;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
32324;10058629;Sihlegg;;;;;;;;;;
32325;10058630;Wilhelmshof;;;;;;;;;;
32326;10058631;Büelen;http://www.wikidata.org/entity/Q77760;Bülent Ceylan;Bülent;Ceylan;männlich;1976-01-04T00:00:00Z;;http://www.wikidata.org/entity/Q2119;;
32327;10058645;Holzwies;;;;;;;;;;
32328;10058653;Orechbüel;;;;;;;;;;
32329;10058654;Chelenacker;;;;;;;;;;
32330;10058658;Buechen;;;;;;;;;;
32331;10058662;Drachenloch;;;;;;;;;;
32332;10058678;Egg;http://www.wikidata.org/entity/Q2578242;Augustus Egg;Augustus;Egg;männlich;1816-05-02T00:00:00Z;1863-03-26T00:00:00Z;http://www.wikidata.org/entity/Q84;http://www.wikidata.org/entity/Q262;
32333;10058687;Flühli;;;;;;;;;;
32334;10058694;Winkel;;;;;;;;;;
32335;10058695;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
32336;10058696;Riedholz;;;;;;;;;;
32337;10058697;Seehof;http://www.wikidata.org/entity/Q44612;Horst Seehofer;Horst;Seehofer;männlich;1949-07-04T00:00:00Z;;http://www.wikidata.org/entity/Q3004;;
32338;10058698;Guggisberg;http://www.wikidata.org/entity/Q63405895;Anders Guggisberg;Anders;Guggisberg;männlich;1966-03-05T00:00:00Z;;;;
32339;10058699;Halten;http://www.wikidata.org/entity/Q96977;Theodor Haltenorth;Theodor;;männlich;1910-05-18T00:00:00Z;1981-01-30T00:00:00Z;http://www.wikidata.org/entity/Q832401;;
32340;10058701;Oberhof;http://www.wikidata.org/entity/Q71087;Ute Oberhoffner;Ute;Weiß;weiblich;1961-09-15T00:00:00Z;;http://www.wikidata.org/entity/Q205929;;
32341;10058713;Winkel;;;;;;;;;;
32342;10058716;Winkel;;;;;;;;;;
32343;10058719;Winggel;;;;;;;;;;
32344;10058721;Martin;http://www.wikidata.org/entity/Q9554;Martin Luther;Martin;Luther;männlich;1483-11-19T00:00:00Z;1546-02-28T00:00:00Z;http://www.wikidata.org/entity/Q484870;http://www.wikidata.org/entity/Q484870;
32345;10058728;Allmeind;;;;;;;;;;
32346;10058732;Oberglatt;;;;;;;;;;
32347;10058735;Kappenbühl;;;;;;;;;;
32348;10058736;Katharinen;;;;;;;;;;
32349;10058737;Kelten;;;;;;;;;;
32350;10058738;Kleinalbis;;;;;;;;;;
32351;10058739;Klusegg;;;;;;;;;;
32352;10058740;Kolbenhof;http://www.wikidata.org/entity/Q107551;Walter Kolbenhoff;Walter;Kolbenhoff;männlich;1908-05-20T00:00:00Z;1993-01-29T00:00:00Z;http://www.wikidata.org/entity/Q64;http://www.wikidata.org/entity/Q14898;
32353;10058741;Konrad;http://www.wikidata.org/entity/Q2492;Konrad Adenauer;Hermann;Adenauer;männlich;1876-01-05T00:00:00Z;1967-04-19T00:00:00Z;http://www.wikidata.org/entity/Q365;http://www.wikidata.org/entity/Q2148416;
32354;10058742;Kronen;;;;;;;;;;
32355;10058743;Kuttel;http://www.wikidata.org/entity/Q1732097;Karl Küttel;Károly;Küttel;männlich;1818-01-01T00:00:00Z;1875-05-14T00:00:00Z;http://www.wikidata.org/entity/Q613813;http://www.wikidata.org/entity/Q83404;
32356;10058744;Küngenmatt;;;;;;;;;;
32357;10058745;Kürbergsteig;;;;;;;;;;
32358;10058746;Lachenzelg;;;;;;;;;;
32359;10058747;Lang;http://www.wikidata.org/entity/Q1161722;Herbert Lang;Herbert;Lang;männlich;1879-03-24T00:00:00Z;1957-05-29T00:00:00Z;http://www.wikidata.org/entity/Q294783;;
32360;10058748;Laubi;http://www.wikidata.org/entity/Q2137991;Reginald Laubin;Reginald;;männlich;1903-12-04T00:00:00Z;2000-04-05T00:00:00Z;http://www.wikidata.org/entity/Q12439;http://www.wikidata.org/entity/Q462184;
32361;10058749;Lavater;http://www.wikidata.org/entity/Q123918;Johann Caspar Lavater;Johann;Lavater;männlich;1741-11-15T00:00:00Z;1801-01-02T00:00:00Z;http://www.wikidata.org/entity/Q72;http://www.wikidata.org/entity/Q72;
32362;10058750;Leonhardshalde;;;;;;;;;;
32363;10058751;Lerchenberg;;;;;;;;;;
32364;10058752;Lettenfuss;;;;;;;;;;
32365;10058755;Lochmann;;;;;;;;;;
32366;10058756;Luchswiesen;;;;;;;;;;
32367;10058757;Mantel;http://www.wikidata.org/entity/Q348455;Gideon Mantell;Algernon;Mantell;männlich;1790-02-03T00:00:00Z;1852-11-10T00:00:00Z;http://www.wikidata.org/entity/Q246884;http://www.wikidata.org/entity/Q84;
32368;10058758;Marstall;;;;;;;;;;
32369;10058759;Mattenhof;;;;;;;;;;
32370;10058760;Meiental;;;;;;;;;;
32371;10058761;Meinrad Lienert;http://www.wikidata.org/entity/Q121793;Meinrad Lienert;Meinrad;Lienert;männlich;1865-05-21T00:00:00Z;1933-12-26T00:00:00Z;http://www.wikidata.org/entity/Q68950;http://www.wikidata.org/entity/Q69216;
32372;10058762;Mittelbergsteig;;;;;;;;;;
32373;10058763;Museum;;;;;;;;;;
32374;10058764;Mühlacker;;;;;;;;;;
32375;10058766;Neudorf;;;;;;;;;;
32376;10058767;Neumühle;;;;;;;;;;
32377;10058768;Neumünster;;;;;;;;;;
32378;10058769;Nord;;;;;;;;;;
32379;10058770;Nägeli;http://www.wikidata.org/entity/Q123876;Carl Wilhelm von Nägeli;Karl;Nägeli;männlich;1817-03-26T00:00:00Z;1891-05-10T00:00:00Z;http://www.wikidata.org/entity/Q66633;http://www.wikidata.org/entity/Q1726;
32380;10058771;Heuelsteig;;;;;;;;;;
32381;10058772;Obmannamts;;;;;;;;;;
32382;10058773;Oken;http://www.wikidata.org/entity/Q589836;Dayo Okeniyi;;;männlich;1988-06-14T00:00:00Z;;http://www.wikidata.org/entity/Q321079;;
32383;10058774;Ottiker;http://www.wikidata.org/entity/Q1892747;Marc Ottiker;Marc;;männlich;1967-02-01T00:00:00Z;;http://www.wikidata.org/entity/Q72;;
32384;10058775;Owen;http://www.wikidata.org/entity/Q151556;Richard Owen;Richard;Owen;männlich;1804-07-20T00:00:00Z;1892-12-18T00:00:00Z;http://www.wikidata.org/entity/Q205905;http://www.wikidata.org/entity/Q84;
32385;10058776;Rautihalde;;;;;;;;;;
32386;10058777;Reben;http://www.wikidata.org/entity/Q511074;Dr. John;John;Rebennack;männlich;1941-11-21T00:00:00Z;2019-06-06T00:00:00Z;http://www.wikidata.org/entity/Q34404;http://www.wikidata.org/entity/Q34404;
32387;10058778;Reinhard;http://www.wikidata.org/entity/Q12830;Reinhard Selten;Reinhard;Selten;männlich;1930-10-05T00:00:00Z;2016-08-23T00:00:00Z;http://www.wikidata.org/entity/Q1799;http://www.wikidata.org/entity/Q268;
32388;10058779;Reishauer;;;;;;;;;;
32389;10058780;Richard Kissling;http://www.wikidata.org/entity/Q120459;Richard Kissling;Richard;Kissling;männlich;1848-04-15T00:00:00Z;1919-07-19T00:00:00Z;http://www.wikidata.org/entity/Q66066;http://www.wikidata.org/entity/Q72;
32390;10058781;Riedenhaldensteig;;;;;;;;;;
32391;10058782;Ried;;;;;;;;;;
32392;10058783;Riedmatt;;;;;;;;;;
32393;10058784;Ris;http://www.wikidata.org/entity/Q116510;Friedrich Ris;Friedrich;Ris;männlich;1867-01-08T00:00:00Z;1931-01-30T00:00:00Z;http://www.wikidata.org/entity/Q15730054;http://www.wikidata.org/entity/Q67534;
32394;10058785;Ruchacker;;;;;;;;;;
32395;10058786;Rässler;;;;;;;;;;
32396;10058787;Römer;http://www.wikidata.org/entity/Q89066;Ilse Maria Aschner;Ilse;;weiblich;1918-09-26T00:00:00Z;2012-10-10T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q1741;
32397;10058788;Röschibach;;;;;;;;;;
32398;10058789;Rütihof;;;;;;;;;;
32399;10058790;negg;http://www.wikidata.org/entity/Q1510713;Gerd Neggo;Gerd;Neggo;weiblich;1891-11-09T00:00:00Z;1974-09-01T00:00:00Z;http://www.wikidata.org/entity/Q188179;http://www.wikidata.org/entity/Q1754;
32400;10058791;Schlatter;http://www.wikidata.org/entity/Q563175;Anna Schlatter-Bernet;Anna;Bernet;weiblich;1773-11-03T00:00:00Z;1826-02-25T00:00:00Z;http://www.wikidata.org/entity/Q25607;http://www.wikidata.org/entity/Q25607;
32401;10058792;Schlosser;http://www.wikidata.org/entity/Q563176;Anna Schlosser-Keichel;Anna;;weiblich;1951-05-09T00:00:00Z;;http://www.wikidata.org/entity/Q4190;;
32402;10058793;Schlössli;;;;;;;;;;
32403;10058794;Schwamendingen;;;;;;;;;;
32404;10058795;Schweizer;;;;;;;;;;
32405;10058796;Schwelli;;;;;;;;;;
32406;10058797;Schönbühl;;;;;;;;;;
32407;10058798;Schürli;;;;;;;;;;
32408;10058799;Schürwies;;;;;;;;;;
32409;10058800;Seegarten;;;;;;;;;;
32410;10058801;See;;;;;;;;;;
32411;10058802;Seiler;http://www.wikidata.org/entity/Q2501877;Ursula Seiler-Albring;Ursula;;weiblich;1943-07-19T00:00:00Z;;http://www.wikidata.org/entity/Q1724;;
32412;10058803;Sihlberg;;;;;;;;;;
32413;10058804;Sihl;http://www.wikidata.org/entity/Q1889951;Manfred Sihle-Wissel;Manfred;Wissel;männlich;1934-03-28T00:00:00Z;;http://www.wikidata.org/entity/Q1770;;
32414;10058805;Sihl;http://www.wikidata.org/entity/Q1889951;Manfred Sihle-Wissel;Manfred;Wissel;männlich;1934-03-28T00:00:00Z;;http://www.wikidata.org/entity/Q1770;;
32415;10058806;Sihlweid;;;;;;;;;;
32416;10058807;Sonnen;http://www.wikidata.org/entity/Q7742;Ludwig XIV.;Louis;;männlich;1638-09-05T00:00:00Z;1715-09-01T00:00:00Z;http://www.wikidata.org/entity/Q1520841;http://www.wikidata.org/entity/Q2946;
32417;10058808;Sonntagsteig;;;;;;;;;;
32418;10058809;Sophien;http://www.wikidata.org/entity/Q19945113;Sophien Kamoun;;;männlich;1965-12-08T00:00:00Z;;http://www.wikidata.org/entity/Q3572;;
32419;10058810;Spiegelhof;;;;;;;;;;
32420;10058811;Spielwiesen;;;;;;;;;;
32421;10058812;Spirgarten;;;;;;;;;;
32422;10058820;Birken;;;;;;;;;;
32423;10058821;Damm;http://www.wikidata.org/entity/Q91064;Udo Dammer;Carl;Dammer;männlich;1860-01-08T00:00:00Z;1920-11-15T00:00:00Z;http://www.wikidata.org/entity/Q490689;http://www.wikidata.org/entity/Q2204236;
32424;10058822;Eichen;http://www.wikidata.org/entity/Q77204;Joseph von Eichendorff;Joseph;Eichendorff;männlich;1788-03-10T00:00:00Z;1857-11-26T00:00:00Z;http://www.wikidata.org/entity/Q6640660;http://www.wikidata.org/entity/Q815721;
