;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;givenname;familyname;sex;birth;death;placebirth;placedeath;image
14407;10023407;Hügel;http://www.wikidata.org/entity/Q463379;Helmut Kolle;Helmut;Kolle;männlich;1899-02-24T00:00:00Z;1931-11-17T00:00:00Z;http://www.wikidata.org/entity/Q162049;http://www.wikidata.org/entity/Q126675;
14408;10023408;Garten;;;;;;;;;;
14409;10023409;Riedmatt;;;;;;;;;;
14410;10023410;Rodersdorf;;;;;;;;;;
14411;10023411;Imfeld;;;;;;;;;;
14412;10023412;Iris;http://www.wikidata.org/entity/Q465976;Laura Van den Bruel;Laura;;weiblich;1995-01-19T00:00:00Z;;http://www.wikidata.org/entity/Q383723;;
14413;10023413;Kornfeld;http://www.wikidata.org/entity/Q1119144;Zsigmond Kornfeld;Sigmund;;männlich;1852-03-27T00:00:00Z;1909-03-24T00:00:00Z;http://www.wikidata.org/entity/Q1011641;http://www.wikidata.org/entity/Q1781;
14414;10023414;Kreuzmatt;;;;;;;;;;
14415;10023415;Lilien;http://www.wikidata.org/entity/Q742539;Moshe Leib Lilienblum;Moshe;Q60693492;männlich;1843-10-22T00:00:00Z;1910-02-12T00:00:00Z;http://www.wikidata.org/entity/Q735138;http://www.wikidata.org/entity/Q1874;
14416;10023416;Längmatt;;;;;;;;;;
14417;10023417;Magnolien;;;;;;;;;;
14418;10023418;Mühlacker;;;;;;;;;;
14419;10023419;Mühlacker;;;;;;;;;;
14420;10023420;Nord;;;;;;;;;;
14421;10023421;Oberfeld;;;;;;;;;;
14422;10023422;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
14423;10023423;Schmiede;;;;;;;;;;
14424;10023424;Schulhaus;;;;;;;;;;
14425;10023425;Steinhölzli;;;;;;;;;;
14426;10023426;Süd;;;;;;;;;;
14427;10023427;Verena;http://www.wikidata.org/entity/Q1958;Vreni Schneider;Verena;Schneider;weiblich;1964-11-26T00:00:00Z;;http://www.wikidata.org/entity/Q661631;;
14428;10023429;Wiler;;;;;;;;;;
14429;10023430;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
14430;10023431;Grossacker;;;;;;;;;;
14431;10023432;Jura;http://www.wikidata.org/entity/Q1066361;Juraj Herz;Juraj;Herz;männlich;1934-09-04T00:00:00Z;2018-04-08T00:00:00Z;http://www.wikidata.org/entity/Q327977;http://www.wikidata.org/entity/Q1085;
14432;10023433;Mülimatt;;;;;;;;;;
14433;10023434;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
14434;10023435;Sidlig;;;;;;;;;;
14435;10023436;Usserfeld;;;;;;;;;;
14436;10023437;Vögelishüsli;;;;;;;;;;
14437;10023438;Bündli;http://www.wikidata.org/entity/Q67500938;Q67500938;;;;;;;;
14438;10023439;Dorf;http://www.wikidata.org/entity/Q5389800;Erling Dorf;Erling;Dorf;männlich;1905-07-19T00:00:00Z;1984-04-16T00:00:00Z;http://www.wikidata.org/entity/Q18355533;http://www.wikidata.org/entity/Q138518;
14439;10023440;Paradies;;;;;;;;;;
14440;10023441;Passwang;;;;;;;;;;
14441;10023442;Riesch;http://www.wikidata.org/entity/Q105579;Sebastian Rieschick;Sebastian;;männlich;1986-02-15T00:00:00Z;;http://www.wikidata.org/entity/Q64;;
14442;10023443;Rosenberg;http://www.wikidata.org/entity/Q7045447;Noah Rosenberg;Noah;Rosenberg;männlich;;;;;
14443;10023444;Rämel;http://www.wikidata.org/entity/Q395696;Agostino Ramelli;Agostino;Ramelli;männlich;1531-01-01T00:00:00Z;1600-01-01T00:00:00Z;http://www.wikidata.org/entity/Q68203;http://www.wikidata.org/entity/Q90;
14444;10023445;Römer;http://www.wikidata.org/entity/Q89066;Ilse Maria Aschner;Ilse;;weiblich;1918-09-26T00:00:00Z;2012-10-10T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q1741;
14445;10023446;Saturn;http://www.wikidata.org/entity/Q55456;Nino Manfredi;Saturnino;Manfredi;männlich;1921-03-22T00:00:00Z;2004-06-04T00:00:00Z;http://www.wikidata.org/entity/Q116660;http://www.wikidata.org/entity/Q220;
14446;10023447;Schönenbuch;;;;;;;;;;
14447;10023448;Spitzgarten;;;;;;;;;;
14448;10023449;mühle;;;;;;;;;;
14449;10023451;Stockert;http://www.wikidata.org/entity/Q1243670;Dora von Stockert-Meynert;Dora;;weiblich;1870-05-05T00:00:00Z;1947-02-24T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q1741;
14450;10023452;Storchen;;;;;;;;;;
14451;10023453;Strengi;;;;;;;;;;
14452;10023454;Sybillenhof;;;;;;;;;;
14453;10023455;Trauben;;;;;;;;;;
14454;10023456;Weiden;;;;;;;;;;
14455;10023457;Aescher;;;;;;;;;;
14456;10023458;Alioth;http://www.wikidata.org/entity/Q89130418;Q89130418;;;;;;;;
14457;10023459;Amsel;http://www.wikidata.org/entity/Q1491291;Hans Georg Amsel;Hans;;männlich;1905-03-29T00:00:00Z;1999-10-20T00:00:00Z;http://www.wikidata.org/entity/Q151285;;
14458;10023460;Andlauer;;;;;;;;;;
14459;10023461;Bach;http://www.wikidata.org/entity/Q1339;Johann Sebastian Bach;Sebastian;Bach;männlich;1685-03-31T00:00:00Z;1750-07-28T00:00:00Z;http://www.wikidata.org/entity/Q7070;http://www.wikidata.org/entity/Q2079;
14460;10023462;Basel;http://www.wikidata.org/entity/Q27180;Baselios Cleemis Thottunkal;Isaac;;männlich;1959-06-15T00:00:00Z;;http://www.wikidata.org/entity/Q2336443;;
14461;10023463;Birs;http://www.wikidata.org/entity/Q213112;Valter Birsa;Valter;Birsa;männlich;1986-08-07T00:00:00Z;;http://www.wikidata.org/entity/Q15853;;
14462;10023464;Buchen;http://www.wikidata.org/entity/Q10899998;Q10899998;;Liu;männlich;1857-01-01T00:00:00Z;1917-01-01T00:00:00Z;;;
14463;10023465;Bünten;http://www.wikidata.org/entity/Q11440;Danielle Bunten Berry;Danielle;Bunten;trans Frau;1949-02-19T00:00:00Z;1998-07-03T00:00:00Z;http://www.wikidata.org/entity/Q38022;http://www.wikidata.org/entity/Q33405;
14464;10023467;Dornach;;;;;;;;;;
14465;10023468;Dych;http://www.wikidata.org/entity/Q1822121;Lewis Lindsay Dyche;Lewis;Dyche;männlich;1857-03-20T00:00:00Z;1915-01-20T00:00:00Z;http://www.wikidata.org/entity/Q778044;http://www.wikidata.org/entity/Q41057;
14466;10023469;Ermitage;;;;;;;;;;
14467;10023470;Garten;;;;;;;;;;
14468;10023472;Gotthelf;http://www.wikidata.org/entity/Q57802;Gotthelf Fischer von Waldheim;Johann;Fischer;männlich;1771-10-13T00:00:00Z;1853-10-18T00:00:00Z;http://www.wikidata.org/entity/Q71154;http://www.wikidata.org/entity/Q649;
14469;10023473;Grieben;;;;;;;;;;
14470;10023474;Hirsland;;;;;;;;;;
14471;10023475;Hof;http://www.wikidata.org/entity/Q21611391;Kevin van den Hof;Kevin;;männlich;1980-01-01T00:00:00Z;;;;
14472;10023476;Hollen;http://www.wikidata.org/entity/Q39319;Jean Françaix;Jean;Françaix;männlich;1912-05-23T00:00:00Z;1997-09-25T00:00:00Z;http://www.wikidata.org/entity/Q1476;http://www.wikidata.org/entity/Q90;
14473;10023477;Homburg;;;;;;;;;;
14474;10023478;Hübelmatt;;;;;;;;;;
14475;10023479;Neusatz;;;;;;;;;;
14476;10023480;Tal;http://www.wikidata.org/entity/Q453841;Tal;Tal;;weiblich;1989-12-12T00:00:00Z;;http://www.wikidata.org/entity/Q2475182;;
14477;10023481;Kirch;http://www.wikidata.org/entity/Q102281568;Kirch;;;männlich;;;;;
14478;10023482;Kirsch;http://www.wikidata.org/entity/Q462669;Faina Kirschenbaum;Faina;Kirschenbaum;weiblich;1955-11-27T00:00:00Z;;http://www.wikidata.org/entity/Q36036;;
14479;10023483;Landskron;;;;;;;;;;
14480;10023484;Mühleboden;;;;;;;;;;
14481;10023485;Nelken;http://www.wikidata.org/entity/Q2817300;Margarita Nelken;Teresa;Nelken;weiblich;1894-07-05T00:00:00Z;1968-03-08T00:00:00Z;http://www.wikidata.org/entity/Q2807;http://www.wikidata.org/entity/Q96;
14482;10023486;Nullen;;;;;;;;;;
14483;10023487;Holle;http://www.wikidata.org/entity/Q255828;Pieter Breughel der Jüngere;Pieter;Brueghel;männlich;1564-01-01T00:00:00Z;1636-10-10T00:00:00Z;http://www.wikidata.org/entity/Q239;http://www.wikidata.org/entity/Q12892;
14484;10023488;Park;http://www.wikidata.org/entity/Q219086;Mungo Park;Mungo;Park;männlich;1771-09-11T00:00:00Z;1806-01-01T00:00:00Z;http://www.wikidata.org/entity/Q22;http://www.wikidata.org/entity/Q635055;
14485;10023489;Post;http://www.wikidata.org/entity/Q577598;Pieter Post;Pieter;Post;männlich;1608-04-01T00:00:00Z;1669-05-01T00:00:00Z;http://www.wikidata.org/entity/Q9920;http://www.wikidata.org/entity/Q36600;
14486;10023490;Quellen;;;;;;;;;;
14487;10023491;Reinacher;http://www.wikidata.org/entity/Q1245435;Dorkas Reinacher-Härlin;Dorkas;;weiblich;1885-02-01T00:00:00Z;1968-12-27T00:00:00Z;http://www.wikidata.org/entity/Q82013;http://www.wikidata.org/entity/Q1022;
14488;10023492;Rosen;http://www.wikidata.org/entity/Q1682174;Jan Rosen;Jan;Rosen;männlich;1854-10-16T00:00:00Z;1936-11-08T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q270;
14489;10023493;Schäfer;http://www.wikidata.org/entity/Q91055;Thorsten Schäfer-Gümbel;Thorsten;;männlich;1969-10-01T00:00:00Z;;http://www.wikidata.org/entity/Q266230;;
14490;10023494;Spitalholz;;;;;;;;;;
14491;10023495;Staren;;;;;;;;;;
14492;10023496;Stein;http://www.wikidata.org/entity/Q205863;Jan Steen;Jan;Steen;männlich;1626-01-01T00:00:00Z;1679-02-03T00:00:00Z;http://www.wikidata.org/entity/Q33456378;http://www.wikidata.org/entity/Q43631;
14493;10023497;Tal;http://www.wikidata.org/entity/Q453841;Tal;Tal;;weiblich;1989-12-12T00:00:00Z;;http://www.wikidata.org/entity/Q2475182;;
14494;10023498;Tannen;;;;;;;;;;
14495;10023499;Tram;http://www.wikidata.org/entity/Q213538;Flo Rida;;Dillard;männlich;1979-09-16T00:00:00Z;;http://www.wikidata.org/entity/Q785565;;
14496;10023500;Wolfhag;;;;;;;;;;
14497;10023501;Obstgarten;;;;;;;;;;
14498;10023518;Bahnhof;;;;;;;;;;
14499;10023519;Berg;http://www.wikidata.org/entity/Q20066995;Ernst von Berg;Ernst;von Berg;männlich;1782-01-01T00:00:00Z;1855-01-01T00:00:00Z;;;
14500;10023520;Bühne;;;;;;;;;;
14501;10023521;Chlyfeld;;;;;;;;;;
14502;10023523;Hintere;;;;;;;;;;
14503;10023524;Holz;;;;;;;;;;
14504;10023525;Jura;http://www.wikidata.org/entity/Q1066361;Juraj Herz;Juraj;Herz;männlich;1934-09-04T00:00:00Z;2018-04-08T00:00:00Z;http://www.wikidata.org/entity/Q327977;http://www.wikidata.org/entity/Q1085;
14505;10023526;Moos;;;;;;;;;;
14506;10023527;Schmied;;;;;;;;;;
14507;10023528;Tandli;;;;;;;;;;
14508;10023529;Büchslen;;;;;;;;;;
14509;10023530;Erlenhof;;;;;;;;;;
14510;10023531;Haupt;http://www.wikidata.org/entity/Q21515586;Arthur Wing Haupt;Arthur;;männlich;1874-01-01T00:00:00Z;;;;
14511;10023532;Moos;;;;;;;;;;
14512;10023533;Riedli;http://www.wikidata.org/entity/Q363670;Adolf Riedlin;Adolf;Riedlin;männlich;1892-04-03T00:00:00Z;1969-09-06T00:00:00Z;http://www.wikidata.org/entity/Q505849;http://www.wikidata.org/entity/Q2833;
14513;10023534;Riedli;http://www.wikidata.org/entity/Q363670;Adolf Riedlin;Adolf;Riedlin;männlich;1892-04-03T00:00:00Z;1969-09-06T00:00:00Z;http://www.wikidata.org/entity/Q505849;http://www.wikidata.org/entity/Q2833;
14514;10023535;Tannenhof;;;;;;;;;;
14515;10023536;Zährli;;;;;;;;;;
14516;10023538;Leimacher;;;;;;;;;;
14517;10023539;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
14518;10023540;Schloss;;;;;;;;;;
14519;10023541;Bodenacker;;;;;;;;;;
14520;10023542;Bulliard;http://www.wikidata.org/entity/Q1246173;Jean Baptiste François Bulliard;Jean-Baptiste;Bulliard;männlich;1752-11-24T00:00:00Z;1793-09-29T00:00:00Z;http://www.wikidata.org/entity/Q1103286;http://www.wikidata.org/entity/Q90;
14521;10023543;Bünten;http://www.wikidata.org/entity/Q11440;Danielle Bunten Berry;Danielle;Bunten;trans Frau;1949-02-19T00:00:00Z;1998-07-03T00:00:00Z;http://www.wikidata.org/entity/Q38022;http://www.wikidata.org/entity/Q33405;
14522;10023544;Dürenberg;http://www.wikidata.org/entity/Q1174268;David Durenberger;David;Durenberger;männlich;1934-08-19T00:00:00Z;;http://www.wikidata.org/entity/Q736834;;
14523;10023545;Forney;;;;;;;;;;
14524;10023546;Jurablick;;;;;;;;;;
14525;10023547;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
14526;10023548;Öli;http://www.wikidata.org/entity/Q44279;Oliver Cromwell;Oliver;Cromwell;männlich;1599-05-05T00:00:00Z;1658-09-13T00:00:00Z;http://www.wikidata.org/entity/Q685640;http://www.wikidata.org/entity/Q189960;
14527;10023549;Schützen;http://www.wikidata.org/entity/Q1612722;Hermann Schützenhöfer;Hermann;;männlich;1952-02-29T00:00:00Z;;http://www.wikidata.org/entity/Q701754;;
14528;10023550;German;http://www.wikidata.org/entity/Q19848;Lady Gaga;Stefani;Germanotta;weiblich;1986-03-28T00:00:00Z;;http://www.wikidata.org/entity/Q6523170;;
14529;10023551;Stini;http://www.wikidata.org/entity/Q1705843;Josef Stini;Josef;;männlich;1880-02-20T00:00:00Z;1958-01-28T00:00:00Z;http://www.wikidata.org/entity/Q666324;http://www.wikidata.org/entity/Q1741;
14530;10023552;Stockera;http://www.wikidata.org/entity/Q645884;Koloman;Colman;;männlich;1000-01-01T00:00:00Z;1012-10-24T00:00:00Z;http://www.wikidata.org/entity/Q22890;http://www.wikidata.org/entity/Q494283;
14531;10023553;Brugera;;;;;;;;;;
14532;10023554;Einschlag;http://www.wikidata.org/entity/Q25659297;Eduard Einschlag;Eduard;;männlich;1879-02-28T00:00:00Z;1945-05-08T00:00:00Z;http://www.wikidata.org/entity/Q2079;;
14533;10023555;Hintere;;;;;;;;;;
14534;10023556;Vivers;;;;;;;;;;
14535;10023557;Zelg;http://www.wikidata.org/entity/Q846534;Zelg Galešić;;;männlich;1979-02-16T00:00:00Z;;http://www.wikidata.org/entity/Q4656;;
14536;10023558;Bouley;http://www.wikidata.org/entity/Q16889566;Henri Marie Bouley;Henri;;männlich;1814-05-17T00:00:00Z;1885-11-30T00:00:00Z;http://www.wikidata.org/entity/Q90;http://www.wikidata.org/entity/Q90;
14537;10023559;Riedfeld;;;;;;;;;;
14538;10023560;Amsel;http://www.wikidata.org/entity/Q1491291;Hans Georg Amsel;Hans;;männlich;1905-03-29T00:00:00Z;1999-10-20T00:00:00Z;http://www.wikidata.org/entity/Q151285;;
14539;10023562;Eichen;http://www.wikidata.org/entity/Q77204;Joseph von Eichendorff;Joseph;Eichendorff;männlich;1788-03-10T00:00:00Z;1857-11-26T00:00:00Z;http://www.wikidata.org/entity/Q6640660;http://www.wikidata.org/entity/Q815721;
14540;10023563;Anwiler;;;;;;;;;;
14541;10023564;Bannhalden;;;;;;;;;;
14542;10023565;Enerfeld;;;;;;;;;;
14543;10023566;Gwiedemgut;;;;;;;;;;
14544;10023569;Saalhöhe;;;;;;;;;;
14545;10023570;Saal;http://www.wikidata.org/entity/Q65562;Alfred Saalwächter;Alfred;;männlich;1883-01-10T00:00:00Z;1945-12-06T00:00:00Z;http://www.wikidata.org/entity/Q157190;http://www.wikidata.org/entity/Q64;
14546;10023571;Unterburg;;;;;;;;;;
14547;10023572;Bad;http://www.wikidata.org/entity/Q2876682;Bad;;;männlich;1967-05-18T00:00:00Z;;http://www.wikidata.org/entity/Q22020;;
14548;10023573;Bach;http://www.wikidata.org/entity/Q1339;Johann Sebastian Bach;Sebastian;Bach;männlich;1685-03-31T00:00:00Z;1750-07-28T00:00:00Z;http://www.wikidata.org/entity/Q7070;http://www.wikidata.org/entity/Q2079;
14549;10023574;Buchen;http://www.wikidata.org/entity/Q10899998;Q10899998;;Liu;männlich;1857-01-01T00:00:00Z;1917-01-01T00:00:00Z;;;
14550;10023575;Buer;http://www.wikidata.org/entity/Q373044;Antonio Buero Vallejo;Antonio;Buero;männlich;1916-09-29T00:00:00Z;2000-04-29T00:00:00Z;http://www.wikidata.org/entity/Q11953;http://www.wikidata.org/entity/Q2807;
14551;10023576;Chilenacker;;;;;;;;;;
14552;10023577;Chälen;http://www.wikidata.org/entity/Q5069044;Chaloner Arcedeckne;Chaloner;Arcedeckne;männlich;1743-01-01T00:00:00Z;1809-12-20T00:00:00Z;;;
14553;10023578;Duben;http://www.wikidata.org/entity/Q102079;Rachel Dübendorfer;Rachel;;weiblich;1900-07-18T00:00:00Z;1973-03-03T00:00:00Z;http://www.wikidata.org/entity/Q270;http://www.wikidata.org/entity/Q64;
14554;10023579;Eien;http://www.wikidata.org/entity/Q3592016;Étienne-Marie Stirnemann;Étienne;Stirnemann;männlich;;;http://www.wikidata.org/entity/Q130994;;
14555;10023580;Eihübel;;;;;;;;;;
14556;10023581;Flüeli;;;;;;;;;;
14557;10023582;Fuchsloch;;;;;;;;;;
14558;10023583;Garten;;;;;;;;;;
14559;10023584;Gheid;;;;;;;;;;
14560;10023585;Gruben;;;;;;;;;;
14561;10023586;Güter;http://www.wikidata.org/entity/Q1174627;David Guterson;David;Guterson;männlich;1956-05-04T00:00:00Z;;http://www.wikidata.org/entity/Q5083;;
14562;10023587;Hasel;http://www.wikidata.org/entity/Q2893979;Pablo Hasél;Pablo;Rivadulla;männlich;1988-08-09T00:00:00Z;;http://www.wikidata.org/entity/Q15090;;
14563;10023588;Holdenacker;;;;;;;;;;
14564;10023589;Industrie;;;;;;;;;;
14565;10023590;Jeppensack;;;;;;;;;;
14566;10023591;Jura;http://www.wikidata.org/entity/Q1066361;Juraj Herz;Juraj;Herz;männlich;1934-09-04T00:00:00Z;2018-04-08T00:00:00Z;http://www.wikidata.org/entity/Q327977;http://www.wikidata.org/entity/Q1085;
14567;10023592;Feld;http://www.wikidata.org/entity/Q47117115;J. Feld;;;;;;;;
14568;10023593;Gruben;;;;;;;;;;
14569;10023594;Horriwil;;;;;;;;;;
14570;10023622;Chessleracher;;;;;;;;;;
14571;10023628;Hoh;http://www.wikidata.org/entity/Q425650;Hilmar Örn Hilmarsson;Hilmar;;männlich;1958-04-23T00:00:00Z;;http://www.wikidata.org/entity/Q1764;;
14572;10023629;Horn;http://www.wikidata.org/entity/Q21516037;Henning Horn af Rantzien;Henning;;männlich;1922-04-07T00:00:00Z;1960-01-01T00:00:00Z;;;
14573;10023630;Kapellen;;;;;;;;;;
14574;10023631;Pfadacker;;;;;;;;;;
14575;10023632;acker;http://www.wikidata.org/entity/Q1351444;Jan Hackaert;Jan;;männlich;1628-02-01T00:00:00Z;1685-01-01T00:00:00Z;http://www.wikidata.org/entity/Q727;http://www.wikidata.org/entity/Q727;
14576;10023633;Saalhof;;;;;;;;;;
14577;10023634;Vogelberg;;;;;;;;;;
14578;10023635;Land;;;;;;;;;;
14579;10023636;Belchen;;;;;;;;;;
14580;10023637;Bollenfeld;;;;;;;;;;
14581;10023638;Chalet;http://www.wikidata.org/entity/Q98675056;Q98675056;;;;;;;;
14582;10023639;Däniker;http://www.wikidata.org/entity/Q14971649;Albert Ulrich Däniker;Albert;;männlich;1894-01-01T00:00:00Z;1957-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q64627;
14583;10023640;Garten;;;;;;;;;;
14584;10023641;Hardmatt;;;;;;;;;;
14585;10023642;Hofacker;http://www.wikidata.org/entity/Q13218559;Andreas Hofacker;Andreas;;männlich;1970-01-01T00:00:00Z;;http://www.wikidata.org/entity/Q80548;;
14586;10023643;Kreuz;;;;;;;;;;
14587;10023644;Loo;http://www.wikidata.org/entity/Q590111;Hua Luogeng;;Hua;männlich;1910-11-12T00:00:00Z;1985-06-12T00:00:00Z;http://www.wikidata.org/entity/Q724520;http://www.wikidata.org/entity/Q7473516;
14588;10023645;Lostorfer;;;;;;;;;;
14589;10023646;Maiholder;;;;;;;;;;
14590;10023647;Moosacker;;;;;;;;;;
14591;10023648;Oltner;;;;;;;;;;
14592;10023649;Pleuelmatt;;;;;;;;;;
14593;10023650;Schachen;http://www.wikidata.org/entity/Q45537;Mathias Kneißl;Mathias;;männlich;1875-01-01T00:00:00Z;1902-01-01T00:00:00Z;http://www.wikidata.org/entity/Q250191;http://www.wikidata.org/entity/Q2749;
14594;10023651;Sonnhalden;;;;;;;;;;
14595;10023652;bach;http://www.wikidata.org/entity/Q1339;Johann Sebastian Bach;Sebastian;Bach;männlich;1685-03-31T00:00:00Z;1750-07-28T00:00:00Z;http://www.wikidata.org/entity/Q7070;http://www.wikidata.org/entity/Q2079;
14596;10023653;Steinen;;;;;;;;;;
14597;10023654;Unterdorf;;;;;;;;;;
14598;10023655;Weiermatt;;;;;;;;;;
14599;10023656;Schafmatt;;;;;;;;;;
14600;10023659;Blauenstein;http://www.wikidata.org/entity/Q1819593;Leopold Blauensteiner;Leopold;;männlich;1880-01-16T00:00:00Z;1947-02-19T00:00:00Z;http://www.wikidata.org/entity/Q1741;http://www.wikidata.org/entity/Q1741;
14601;10023661;Erlinsbacher;;;;;;;;;;
14602;10023662;Gyger;http://www.wikidata.org/entity/Q119974;Hans Conrad Gyger;Hans;Gyger;männlich;1599-07-22T00:00:00Z;1674-09-25T00:00:00Z;http://www.wikidata.org/entity/Q72;http://www.wikidata.org/entity/Q72;
14603;10023663;Höhen;;;;;;;;;;
14604;10023664;Aelpli;;;;;;;;;;
14605;10023665;Jura;http://www.wikidata.org/entity/Q1066361;Juraj Herz;Juraj;Herz;männlich;1934-09-04T00:00:00Z;2018-04-08T00:00:00Z;http://www.wikidata.org/entity/Q327977;http://www.wikidata.org/entity/Q1085;
14606;10023666;Rüchlig;;;;;;;;;;
14607;10023667;Staffelacker;;;;;;;;;;
14608;10023668;Sternen;;;;;;;;;;
14609;10023669;Unterdorf;;;;;;;;;;
14610;10023670;Wolfacker;;;;;;;;;;
14611;10023671;Bann;http://www.wikidata.org/entity/Q499097;Ian Bannen;Ian;Bannen;männlich;1928-06-29T00:00:00Z;1999-11-03T00:00:00Z;http://www.wikidata.org/entity/Q408536;http://www.wikidata.org/entity/Q49650;
14612;10023672;Birken;;;;;;;;;;
14613;10023673;Breiten;;;;;;;;;;
14614;10023674;Rüsch;http://www.wikidata.org/entity/Q461801;Ruscha Lasarowa;;;weiblich;1968-08-01T00:00:00Z;;http://www.wikidata.org/entity/Q472;;
14615;10023676;Schils;;;;;;;;;;
14616;10023677;Schul;http://www.wikidata.org/entity/Q65685;Carl Heinrich Schultz;Carl;Schultz;männlich;1805-06-30T00:00:00Z;1867-12-17T00:00:00Z;http://www.wikidata.org/entity/Q16017;http://www.wikidata.org/entity/Q22951;
14617;10023678;Spitzmeilen;;;;;;;;;;
14618;10023679;Sport;;;;;;;;;;
14619;10023682;Stox;;;;;;;;;;
14620;10023683;Rüsch;http://www.wikidata.org/entity/Q461801;Ruscha Lasarowa;;;weiblich;1968-08-01T00:00:00Z;;http://www.wikidata.org/entity/Q472;;
14621;10023684;Weiden;;;;;;;;;;
14622;10023685;Kirch;http://www.wikidata.org/entity/Q102281568;Kirch;;;männlich;;;;;
14623;10023687;Löwen;http://www.wikidata.org/entity/Q75760;Curt Lowens;Kurt;Löwenstein;männlich;1925-11-17T00:00:00Z;2017-05-08T00:00:00Z;http://www.wikidata.org/entity/Q82765;http://www.wikidata.org/entity/Q127856;
14624;10023688;Pavillon;;;;;;;;;;
14625;10023689;Platten;;;;;;;;;;
14626;10023690;Sapraun;;;;;;;;;;
14627;10023692;Wart;;;;;;;;;;
14628;10023693;Wiesli;;;;;;;;;;
14629;10023694;Fürggli;;;;;;;;;;
14630;10023695;Gaschiera;;;;;;;;;;
14631;10023696;Pfisteri;;;;;;;;;;
14632;10023698;Dörfli;;;;;;;;;;
14633;10023699;Kuhgaden;;;;;;;;;;
14634;10023701;Ragol;;;;;;;;;;
14635;10023702;Vättner;;;;;;;;;;
14636;10023704;Tschenner;;;;;;;;;;
14637;10023705;Calanda;;;;;;;;;;
14638;10023706;Erdinos;;;;;;;;;;
14639;10023708;Los;http://www.wikidata.org/entity/Q16221874;Los;Carlos;Coleman;männlich;1982-03-23T00:00:00Z;;http://www.wikidata.org/entity/Q5092;;
14640;10023709;Unterdorf;;;;;;;;;;
14641;10023710;Berg;http://www.wikidata.org/entity/Q20066995;Ernst von Berg;Ernst;von Berg;männlich;1782-01-01T00:00:00Z;1855-01-01T00:00:00Z;;;
14642;10023711;Böden;;;;;;;;;;
14643;10023712;Glarina;;;;;;;;;;
14644;10023714;Lavadiel;;;;;;;;;;
14645;10023715;Grund;http://www.wikidata.org/entity/Q1996810;Norbert Grund;Norbert;Grund;männlich;1717-12-04T00:00:00Z;1761-07-17T00:00:00Z;http://www.wikidata.org/entity/Q1085;http://www.wikidata.org/entity/Q1085;
14646;10023716;Harz;http://www.wikidata.org/entity/Q104943;Carl Otto Harz;Carl;Harz;männlich;1842-11-28T00:00:00Z;1906-12-04T00:00:00Z;http://www.wikidata.org/entity/Q83088;http://www.wikidata.org/entity/Q1726;
14647;10023722;Neckertal;;;;;;;;;;
14648;10023725;Thurau;http://www.wikidata.org/entity/Q701476;Lukas Thürauer;Lukas;;männlich;1987-12-21T00:00:00Z;;http://www.wikidata.org/entity/Q131266;;
14649;10023726;Wenzel;http://www.wikidata.org/entity/Q54040;Wenzel III.;Václav;;männlich;1289-10-06T00:00:00Z;1306-08-12T00:00:00Z;http://www.wikidata.org/entity/Q1085;http://www.wikidata.org/entity/Q81137;
14650;10023729;Oberrindal;;;;;;;;;;
14651;10023731;Jägerhus;;;;;;;;;;
14652;10023733;Bahnhof;;;;;;;;;;
14653;10023735;Brühl;;;;;;;;;;
14654;10023738;Heinrich Federer;http://www.wikidata.org/entity/Q120908;Heinrich Federer;Heinrich;Federer;männlich;1866-10-06T00:00:00Z;1928-04-29T00:00:00Z;http://www.wikidata.org/entity/Q65268;http://www.wikidata.org/entity/Q72;
14655;10023740;Höhen;;;;;;;;;;
14656;10023742;Linden;http://www.wikidata.org/entity/Q781362;Jean Linden;Jean;Linden;männlich;1817-02-03T00:00:00Z;1898-01-12T00:00:00Z;http://www.wikidata.org/entity/Q1842;http://www.wikidata.org/entity/Q9005;
