;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;sex;birth;death;placebirth;placedeath
116148;10239275;Bläuelacher;;;;;;;
116149;10239276;Auffahrts;;;;;;;
116150;10239277;Wolfgruben;;;;;;;
116151;10239278;Nackental;;;;;;;
116152;10239279;Bollen;;;;;;;
116153;10239280;Brand;;;;;;;
116154;10239281;Unterer;;;;;;;
116155;10239282;Papprich;;;;;;;
116156;10239283;Brünnliacher;;;;;;;
116157;10239284;Dickeren;;;;;;;
116158;10239285;Plattensteig;;;;;;;
116159;10239286;Reh;;;;;;;
116160;10239287;Chleemätteli;;;;;;;
116161;10239288;Eigi;;;;;;;
116162;10239289;Ortsverbindung;;;;;;;
116163;10239290;Heim Vögtlin;;;;;;;
116164;10239291;Däniker;;;;;;;
116165;10239292;Eigi;;;;;;;
116166;10239293;Hohmatt;;;;;;;
116167;10239295;Fahlholz;;;;;;;
116168;10239296;Eulenburg;;;;;;;
116169;10239297;Kanzeln;;;;;;;
116170;10239298;Sauerländertunnel;;;;;;;
116171;10239299;Furttal;;;;;;;
116172;10239300;Forsthaus;;;;;;;
116173;10239301;Kapuzinere;;;;;;;
116174;10239302;Schanz;;;;;;;
116175;10239303;Gmeumeri;;;;;;;
116176;10239304;Heerebüngert;;;;;;;
116177;10239305;Keel;;;;;;;
116178;10239306;Schlittel;;;;;;;
116179;10239307;Grenz;;;;;;;
116180;10239308;Hertere;;;;;;;
116181;10239309;Kennel;;;;;;;
116182;10239310;Staffeleggzuber;;;;;;;
116183;10239311;Greppe;;;;;;;
116184;10239312;Kiesgrübli;;;;;;;
116185;10239313;Kiesgrube;;;;;;;
116186;10239314;Süffel;;;;;;;
116187;10239315;Gruebe;;;;;;;
116188;10239316;Lätte;;;;;;;
116189;10239317;Klausen;;;;;;;
116190;10239318;Telli;;;;;;;
116191;10239319;Haselbrünneli;;;;;;;
116192;10239320;Lätten;;;;;;;
116193;10239321;Klausner;;;;;;;
116194;10239322;Torfeld;;;;;;;
116195;10239323;Hasel;;;;;;;
116196;10239324;Leh;;;;;;;
116197;10239325;Kreuzlibergsteig;;;;;;;
116198;10239327;Holz;;;;;;;
116199;10239328;Maiächer;;;;;;;
116200;10239329;Krummbach;;;;;;;
116201;10239330;Zurlinden;;;;;;;
116202;10239331;Kastanien;;;;;;;
116203;10239332;Ofen;;;;;;;
116204;10239333;Kühstelli;;;;;;;
116205;10239334;Aaretal;;;;;;;
116206;10239335;Lugibach;;;;;;;
116207;10239336;Rötel;;;;;;;
116208;10239337;Langemarchstein;;;;;;;
116209;10239338;Haupt;;;;;;;
116210;10239339;Lugibach;;;;;;;
116211;10239340;Spitelmatt;;;;;;;
116212;10239341;Langholz;;;;;;;
116213;10239342;Nord;;;;;;;
116214;10239343;Märzenacher;;;;;;;
116215;10239344;Robert Barth;;;;;;;
116216;10239345;Mätteli;;;;;;;
116217;10239347;Steinbruch;;;;;;;
116218;10239348;A1;;;;;;;
116219;10239349;Militär;;;;;;;
116220;10239350;Asperstrie;;;;;;;
116221;10239351;Möve;;;;;;;
116222;10239352;A2;;;;;;;
116223;10239353;Müsern;;;;;;;
116224;10239354;Bann;;;;;;;
116225;10239355;Bick;;;;;;;
116226;10239356;Quellen;;;;;;;
116227;10239357;Neue Holländer;;;;;;;
116228;10239358;Bann;;;;;;;
116229;10239359;Bifig;;;;;;;
116230;10239360;A1;;;;;;;
116231;10239361;Oedhaus;;;;;;;
116232;10239362;Bernhalde;;;;;;;
116233;10239363;Peteracher;;;;;;;
116234;10239364;Dreifelder;;;;;;;
116235;10239365;Ost;;;;;;;
116236;10239366;Bifang;;;;;;;
116237;10239367;Pfaffenbühl;;;;;;;
116238;10239368;Häspel;;;;;;;
116239;10239369;Papperich;;;;;;;
116240;10239370;Ortsverbindung;;;;;;;
116241;10239371;Pflanzgarten;;;;;;;
116242;10239372;Klausenpass;;;;;;;
116243;10239373;Paradies;;;;;;;
116244;10239374;Chrees;;;;;;;
116245;10239375;Präsidenten;;;;;;;
116246;10239376;Lören;;;;;;;
116247;10239377;Quer;;;;;;;
116248;10239378;Ortsverbindung;;;;;;;
116249;10239379;Rebacher;;;;;;;
116250;10239380;Madihüsli;;;;;;;
116251;10239381;Reservoir;;;;;;;
116252;10239382;Helvetia;;;;;;;
116253;10239383;Reithallen;;;;;;;
116254;10239385;Rotholz;;;;;;;
116255;10239386;Ortsverbindung;;;;;;;
116256;10239387;Ried;;;;;;;
116257;10239388;Rebacker;;;;;;;
116258;10239389;Rüsler;;;;;;;
116259;10239390;A2;;;;;;;
116260;10239391;Sädel;;;;;;;
116261;10239392;Römerhalden;;;;;;;
116262;10239393;Rüti;;;;;;;
116263;10239394;A3;;;;;;;
116264;10239395;Malaga;;;;;;;
116265;10239396;Fischreiher;;;;;;;
116266;10239397;Sandgrüebli;;;;;;;
116267;10239398;Asphof;;;;;;;
116268;10239399;Ortsverbindung;;;;;;;
116269;10239400;Föhren;;;;;;;
116270;10239401;Schiefe;;;;;;;
116271;10239402;Buebechilch;;;;;;;
116272;10239404;Hängel;;;;;;;
116273;10239405;Schwabenberg;;;;;;;
116274;10239406;Fuchsloch;;;;;;;
116275;10239407;Schlosshöhle;;;;;;;
116276;10239408;Heubeeri;;;;;;;
116277;10239409;Spittelbalket;;;;;;;
116278;10239410;Schloss;;;;;;;
116279;10239411;Hardhof;;;;;;;
116280;10239412;Ibrig;;;;;;;
116281;10239413;Spittelberg;;;;;;;
116282;10239414;Schulhaus;;;;;;;
116283;10239415;Bötme;;;;;;;
116284;10239416;Ibrig;;;;;;;
116285;10239417;Stangenloch;;;;;;;
116286;10239418;Widme;;;;;;;
116287;10239419;Ortsverbindung;;;;;;;
116288;10239420;Ischlag;;;;;;;
116289;10239421;Tannwald;;;;;;;
116290;10239422;Ziegel;;;;;;;
116291;10239423;Lärchen;;;;;;;
116292;10239424;Salinen;;;;;;;
116293;10239425;Teufelskeller;;;;;;;
116294;10239426;Flücken;;;;;;;
116295;10239427;Lochacker;;;;;;;
116296;10239428;Schafbaum;;;;;;;
116297;10239429;Tobeln;;;;;;;
116298;10239430;Hügel;;;;;;;
116299;10239431;Narzissen;;;;;;;
116300;10239432;Schwalben;;;;;;;
116301;10239433;Unterwilerberg;;;;;;;
116302;10239434;Sarmenstorfer;;;;;;;
116303;10239436;Venus;;;;;;;
116304;10239437;Von Rechenberg;;;;;;;
116305;10239438;Linden;;;;;;;
116306;10239439;Neuguthau;;;;;;;
116307;10239440;Violenried;;;;;;;
116308;10239441;Waldsteig;;;;;;;
116309;10239442;Ortolan;;;;;;;
116310;10239443;Nietenbuck;;;;;;;
116311;10239444;Sagi;;;;;;;
116312;10239445;Weierhau;;;;;;;
116313;10239446;Ortsverbindung;;;;;;;
116314;10239447;Föhrli;;;;;;;
116315;10239448;A3;;;;;;;
116316;10239449;Weiher;;;;;;;
116317;10239450;Zwingstein;;;;;;;
116318;10239451;Gfilstäpfli;;;;;;;
116319;10239452;Maispracher;;;;;;;
116320;10239453;Wilhelm Busch;;;;;;;
116321;10239454;A1;;;;;;;
116322;10239455;Gländhubelgrenz;;;;;;;
116323;10239457;Zeughaus;;;;;;;
116324;10239458;Föhren;;;;;;;
116325;10239459;Gländ;;;;;;;
116326;10239460;Tschuepis;;;;;;;
116327;10239461;Küntener;;;;;;;
116328;10239462;A1;;;;;;;
116329;10239463;Gruben;;;;;;;
116330;10239464;A3;;;;;;;
116331;10239465;Schul;;;;;;;
116332;10239466;Brunegger;;;;;;;
116333;10239467;Halden;;;;;;;
116334;10239468;Boots;;;;;;;
116335;10239469;Sonnen;;;;;;;
116336;10239470;Damm;;;;;;;
116337;10239471;Häusermannssträsschen;;;;;;;
116338;10239472;Buchwald;;;;;;;
116339;10239473;Steinenbühl;;;;;;;
116340;10239474;Fried;;;;;;;
116341;10239475;Höch;;;;;;;
116342;10239476;Gexi;;;;;;;
116343;10239477;Steirüsche;;;;;;;
116344;10239478;Fischer;;;;;;;
116345;10239479;Kapfhalden;;;;;;;
116346;10239480;Stilliacher;;;;;;;
116347;10239481;Sängersteig;;;;;;;
116348;10239482;Kätzigen;;;;;;;
116349;10239483;Kapf;;;;;;;
116350;10239484;Stückhalden;;;;;;;
116351;10239485;Schul;;;;;;;
116352;10239486;Kirch;;;;;;;
116353;10239487;Kohlacker;;;;;;;
116354;10239488;Tüchel;;;;;;;
116355;10239489;Breechli;;;;;;;
116356;10239490;Kratzern;;;;;;;
116357;10239491;Mülibuck;;;;;;;
116358;10239492;Mergel;;;;;;;
116359;10239493;Feld;;;;;;;
116360;10239494;Kress;;;;;;;
116361;10239495;Buck;;;;;;;
116362;10239496;Ortsverbindung;;;;;;;
116363;10239497;Ortsverbindung;;;;;;;
116364;10239498;Künghalden;;;;;;;
116365;10239499;Raigrabe;;;;;;;
116366;10239500;Priorhölzli;;;;;;;
116367;10239501;Sport;;;;;;;
116368;10239502;Künghubel;;;;;;;
116369;10239503;Bündtetal;;;;;;;
116370;10239504;Waldhütten;;;;;;;
116371;10239505;Waldhaus;;;;;;;
116372;10239506;Leidenberg;;;;;;;
116373;10239507;Chilacher;;;;;;;
116374;10239508;A1;;;;;;;
116375;10239509;A1;;;;;;;
116376;10239510;Rümlisbergsträsschen;;;;;;;
116377;10239511;Ortsverbindung;;;;;;;
116378;10239512;Aggenbühl Nord;;;;;;;
116379;10239514;Moorenbrüggli;;;;;;;
116380;10239515;Olsberger;;;;;;;
116381;10239516;Aggenbühl;;;;;;;
116382;10239517;A1;;;;;;;
116383;10239518;Moorlang;;;;;;;
116384;10239519;Ortsverbindung;;;;;;;
116385;10239520;Appishalde;;;;;;;
116386;10239521;Holz;;;;;;;
116387;10239522;Neuer Hüttli;;;;;;;
116388;10239523;A3;;;;;;;
116389;10239524;Chüerüti;;;;;;;
116390;10239525;Matten;;;;;;;
116391;10239526;Neu;;;;;;;
116392;10239527;A3 A98;;;;;;;
116393;10239528;Chüe;;;;;;;
116394;10239529;Sennmatt;;;;;;;
116395;10239530;Gländhubel;;;;;;;
116396;10239531;Augster;;;;;;;
116397;10239532;Chüzler;;;;;;;
116398;10239533;Ebnet;;;;;;;
116399;10239534;Rümlisbergsträsschen;;;;;;;
116400;10239535;Casino;;;;;;;
116401;10239536;Egglishag;;;;;;;
116402;10239538;Probstholz;;;;;;;
116403;10239539;Chilhalden;;;;;;;
116404;10239540;Eggli;;;;;;;
116405;10239541;Prügel;;;;;;;
116406;10239542;Ortsverbindung;;;;;;;
116407;10239543;Dr  Marie Heim Vögtlin;;;;;;;
116408;10239544;Elefantestei;;;;;;;
116409;10239545;Chalchtaren;;;;;;;
116410;10239546;Rollentierloch;;;;;;;
116411;10239547;Friedhof;;;;;;;
116412;10239548;Fuchse;;;;;;;
116413;10239549;Ortsverbindung;;;;;;;
116414;10239550;Rottannbrüggli;;;;;;;
116415;10239551;Hummel;;;;;;;
116416;10239552;Geissli;;;;;;;
116417;10239554;Rümlisberghalden;;;;;;;
116418;10239555;Kindergarten;;;;;;;
116419;10239556;Gottesächer;;;;;;;
116420;10239557;Ortsverbindung;;;;;;;
116421;10239558;Sägehubel;;;;;;;
116422;10239559;Kirchsteig;;;;;;;
116423;10239560;acher;;;;;;;
116424;10239561;Ortsverbindung;;;;;;;
116425;10239562;Scheurer;;;;;;;
116426;10239563;Loch;;;;;;;
116427;10239564;Grosszelg;;;;;;;
116428;10239565;Buerli;;;;;;;
116429;10239566;Schneider;;;;;;;
116430;10239567;Militär;;;;;;;
116431;10239568;Halden;;;;;;;
116432;10239569;Moos;;;;;;;
116433;10239570;Sennhof;;;;;;;
116434;10239571;Müli;;;;;;;
116435;10239572;Hardhäuli;;;;;;;
116436;10239573;Ortsverbindung;;;;;;;
116437;10239574;Strumpfer;;;;;;;
116438;10239575;Philosophen;;;;;;;
116439;10239576;Hell;;;;;;;
116440;10239577;Riedmattächer;;;;;;;
116441;10239578;Stutzhubel;;;;;;;
116442;10239579;Schachen;;;;;;;
116443;10239580;Heubeeri;;;;;;;
116444;10239581;Zehnten;;;;;;;
116445;10239582;Tannacker;;;;;;;
116446;10239583;Schachen;;;;;;;
116447;10239584;Schönert;;;;;;;
116448;10239585;Gländhubel;;;;;;;
116449;10239587;Schorrer;;;;;;;
116450;10239588;Stettberg;;;;;;;
116451;10239589;Rümlisbergsträsschen;;;;;;;
116452;10239590;Ortsverbindung;;;;;;;
116453;10239591;Stadttunnel;;;;;;;
116454;10239592;Höchirai;;;;;;;
116455;10239593;Vesterschlag;;;;;;;
116456;10239594;Hinterberg;;;;;;;
116457;10239595;Vogelsanger;;;;;;;
116458;10239596;Hohlgass;;;;;;;
116459;10239597;Waldacker;;;;;;;
116460;10239598;Leefure;;;;;;;
116461;10239599;A3;;;;;;;
116462;10239600;Huggebüel;;;;;;;
116463;10239601;Weiergut;;;;;;;
116464;10239602;Oberämmet;;;;;;;
116465;10239603;Ortsverbindung;;;;;;;
116466;10239604;Mülihalde;;;;;;;
116467;10239605;Ortsverbindung;;;;;;;
116468;10239606;Rütimoos;;;;;;;
116469;10239607;Rugen;;;;;;;
116470;10239608;Nettel;;;;;;;
116471;10239610;Staatswald;;;;;;;
116472;10239611;A3;;;;;;;
116473;10239612;Schönert;;;;;;;
116474;10239613;Brunn;;;;;;;
116475;10239614;Toni Schaub;;;;;;;
116476;10239615;Ortsverbindung;;;;;;;
116477;10239616;Rehmatt;;;;;;;
116478;10239618;Unterämmet;;;;;;;
116479;10239619;Ortsverbindung;;;;;;;
116480;10239620;Hohbühl;;;;;;;
116481;10239621;Hellmühleeingang;;;;;;;
116482;10239622;Kleinmätti;;;;;;;
116483;10239623;Rothübelsteig;;;;;;;
116484;10239624;Hoh;;;;;;;
116485;10239625;Brühl;;;;;;;
116486;10239626;Eggenwiler;;;;;;;
116487;10239627;A3;;;;;;;
116488;10239628;Ortsverbindung;;;;;;;
116489;10239629;Rebberghalde;;;;;;;
116490;10239630;Neuhof;;;;;;;
116491;10239631;Hofschriber;;;;;;;
116492;10239632;Reuss;;;;;;;
116493;10239633;Schul;;;;;;;
116494;10239634;Ortsverbindung;;;;;;;
116495;10239635;Mastenmatt;;;;;;;
116496;10239636;Roggächer;;;;;;;
116497;10239637;Spitelholz;;;;;;;
116498;10239638;A1;;;;;;;
116499;10239639;Ortsverbindung;;;;;;;
116500;10239640;Sattelmatt;;;;;;;
116501;10239641;Türmli;;;;;;;
116502;10239642;Trottenacher;;;;;;;
116503;10239643;Birrharder;;;;;;;
116504;10239644;Schützenhaus;;;;;;;
116505;10239645;Untere;;;;;;;
116506;10239646;Chalacher;;;;;;;
116507;10239647;Ortsverbindung;;;;;;;
116508;10239648;Tobelweid;;;;;;;
116509;10239649;Ortsverbindung;;;;;;;
116510;10239650;Hanen;;;;;;;
116511;10239651;Ortsverbindung;;;;;;;
116512;10239652;Wiesen;;;;;;;
116513;10239653;Rekinger;;;;;;;
116514;10239654;Rheintal;;;;;;;
116515;10239655;A1;;;;;;;
116516;10239656;Allmend;;;;;;;
116517;10239658;Rhein;;;;;;;
116518;10239659;A3;;;;;;;
116519;10239660;Industrie;;;;;;;
116520;10239662;Schlemmerhütte;;;;;;;
116521;10239663;Hinterdorf;;;;;;;
116522;10239665;Gass;;;;;;;
116523;10239666;Sood;;;;;;;
116524;10239667;Ortsverbindung;;;;;;;
116525;10239668;Ortsverbindung;;;;;;;
116526;10239669;Giffig;;;;;;;
116527;10239670;Stalden;;;;;;;
116528;10239671;Bach;;;;;;;
116529;10239672;Schoren;;;;;;;
116530;10239673;Hörnlitreppe;;;;;;;
116531;10239675;Berner;;;;;;;
116532;10239676;Ortsverbindung;;;;;;;
116533;10239677;Hegi;;;;;;;
116534;10239678;Träntsch;;;;;;;
116535;10239679;Bifang;;;;;;;
116536;10239680;Seematten;;;;;;;
116537;10239681;Ortsverbindung;;;;;;;
116538;10239682;Waldfest;;;;;;;
116539;10239683;Geissmatt;;;;;;;
116540;10239685;Platten;;;;;;;
116541;10239686;Walzenstein;;;;;;;
116542;10239688;Postgaragen;;;;;;;
116543;10239689;Weymuth;;;;;;;
116544;10239690;Freudenberg;;;;;;;
116545;10239691;Iberg;;;;;;;
116546;10239692;Siten;;;;;;;
116547;10239693;Wiid;;;;;;;
116548;10239695;Jubiläums;;;;;;;
116549;10239696;Ortsverbindung;;;;;;;
116550;10239697;Wolfacher;;;;;;;
116551;10239699;Juch;;;;;;;
116552;10239700;Häldeli;;;;;;;
116553;10239701;Hof;;;;;;;
116554;10239702;Sässelstein;;;;;;;
116555;10239703;Kalberweid;;;;;;;
116556;10239704;Rheintal;;;;;;;
116557;10239705;Höhtal;;;;;;;
116558;10239706;Schinenmoos;;;;;;;
116559;10239707;Krähtal;;;;;;;
116560;10239708;Bahn;;;;;;;
116561;10239709;Niedermatt;;;;;;;
116562;10239710;Schneeägerten;;;;;;;
116563;10239711;Kreuz;;;;;;;
116564;10239712;Bleiche;;;;;;;
116565;10239713;Surbtal;;;;;;;
116566;10239714;Spitzenstein;;;;;;;
116567;10239715;Mattacker;;;;;;;
116568;10239716;Allmend;;;;;;;
116569;10239717;Neu;;;;;;;
116570;10239718;Steinbühl;;;;;;;
116571;10239720;Milch;;;;;;;
116572;10239721;Bächel;;;;;;;
116573;10239722;Wald Hochwacht;;;;;;;
116574;10239723;Post;;;;;;;
116575;10239724;Ortsverbindung;;;;;;;
116576;10239725;Eggisächer;;;;;;;
116577;10239726;Weid;;;;;;;
116578;10239727;Rhein;;;;;;;
116579;10239728;Röti;;;;;;;
116580;10239729;Hinteregg;;;;;;;
116581;10239730;Weingarten;;;;;;;
116582;10239731;Rhein;;;;;;;
116583;10239732;Schnegg;;;;;;;
116584;10239733;Rüti;;;;;;;
116585;10239734;Weinhalden;;;;;;;
116586;10239735;Schul;;;;;;;
116587;10239736;Gärtnerei;;;;;;;
116588;10239737;Jonental;;;;;;;
116589;10239738;Wohler;;;;;;;
116590;10239739;Stadt;;;;;;;
116591;10239740;Ortsverbindung;;;;;;;
116592;10239741;Kuhrumbel;;;;;;;
116593;10239742;Zelgli;;;;;;;
116594;10239743;Strehl;;;;;;;
116595;10239744;A3;;;;;;;
116596;10239745;Lizi;;;;;;;
116597;10239746;Böndler;;;;;;;
116598;10239747;Wassersack;;;;;;;
116599;10239748;Ortsverbindung;;;;;;;
116600;10239749;Niedermatt;;;;;;;
116601;10239750;Bühl;;;;;;;
116602;10239751;Aehren;;;;;;;
116603;10239752;Pfaffenmatt;;;;;;;
116604;10239753;Staffelegg;;;;;;;
116605;10239754;Friedhof;;;;;;;
116606;10239755;Akaziensteig;;;;;;;
116607;10239756;Tobelacker;;;;;;;
116608;10239757;Ortsverbindung;;;;;;;
116609;10239758;Fröschmatt;;;;;;;
116610;10239759;Dornestigele;;;;;;;
116611;10239760;Tschuepis;;;;;;;
116612;10239761;Ortsverbindung;;;;;;;
116613;10239762;Holz;;;;;;;
116614;10239763;Halden;;;;;;;
116615;10239764;Weid;;;;;;;
116616;10239765;A3;;;;;;;
116617;10239766;Klär;;;;;;;
116618;10239767;Horeb;;;;;;;
116619;10239768;Altisbach;;;;;;;
116620;10239769;Jurten;;;;;;;
116621;10239770;Ortsverbindung;;;;;;;
116622;10239771;Johanniter Steig;;;;;;;
116623;10239772;Berkersacker;;;;;;;
116624;10239773;Ortsverbindung;;;;;;;
116625;10239774;Rüssacher;;;;;;;
116626;10239775;Kanal;;;;;;;
116627;10239776;Chilebüel;;;;;;;
116628;10239777;Grün;;;;;;;
116629;10239778;Schulhaus;;;;;;;
116630;10239779;Leisebergsteig;;;;;;;
116631;10239780;Dickschwanden;;;;;;;
116632;10239781;Schnägge;;;;;;;
116633;10239782;Ortsverbindung;;;;;;;
116634;10239783;Loretto;;;;;;;
116635;10239784;Fuchsacher;;;;;;;
116636;10239785;A3;;;;;;;
116637;10239786;Lang;;;;;;;
116638;10239787;Propstei;;;;;;;
116639;10239788;Griengrub;;;;;;;
116640;10239789;Bühl;;;;;;;
116641;10239790;Reben;;;;;;;
116642;10239791;Schmuckersteig;;;;;;;
116643;10239792;Guggebüel;;;;;;;
116644;10239793;Aaretal;;;;;;;
116645;10239795;Seitenkanal;;;;;;;
116646;10239796;Häxe;;;;;;;
116647;10239797;Eggschwil;;;;;;;
116648;10239798;Umfahrung;;;;;;;
116649;10239799;Signal;;;;;;;
116650;10239800;Hermis;;;;;;;
116651;10239801;Hochrüti;;;;;;;
116652;10239802;Zelg;;;;;;;
116653;10239803;Winzersteig;;;;;;;
116654;10239804;Langgass;;;;;;;
116655;10239805;Karren;;;;;;;
116656;10239806;Fritel;;;;;;;
116657;10239807;Alfredo Smaldini;;;;;;;
116658;10239808;Lieli;;;;;;;
116659;10239809;Häderholz;;;;;;;
116660;10239810;Löhrenacker;;;;;;;
116661;10239811;Rheintal;;;;;;;
116662;10239812;Metzger;;;;;;;
116663;10239813;Rebberg;;;;;;;
116664;10239814;Löhren;;;;;;;
116665;10239815;Schloss;;;;;;;
116666;10239816;Näsple;;;;;;;
116667;10239817;Münster;;;;;;;
116668;10239818;Rummelbach;;;;;;;
116669;10239819;Ortsverbindung;;;;;;;
116670;10239820;Nassacker;;;;;;;
116671;10239821;Nütziweid;;;;;;;
116672;10239822;Sternen;;;;;;;
116673;10239824;Rebacher;;;;;;;
116674;10239825;Ober;;;;;;;
116675;10239826;Warmloo;;;;;;;
116676;10239827;Ortsverbindung;;;;;;;
116677;10239828;Rummelbach;;;;;;;
116678;10239829;Schilt;;;;;;;
116679;10239830;Ortsverbindung;;;;;;;
116680;10239832;Rütacher;;;;;;;
116681;10239833;Schleiferhübel;;;;;;;
116682;10239834;Rüti;;;;;;;
116683;10239835;Ortsverbindung;;;;;;;
116684;10239836;Sädel;;;;;;;
116685;10239837;Steinig;;;;;;;
116686;10239838;Schul;;;;;;;
116687;10239839;Rheintal;;;;;;;
116688;10239840;Wärisbüel;;;;;;;
116689;10239841;Waltersholz;;;;;;;
116690;10239842;Tägeriger;;;;;;;
116691;10239843;Chalchi;;;;;;;
116692;10239844;Zelgäcker;;;;;;;
116693;10239845;Winkel;;;;;;;
116694;10239847;Grüt;;;;;;;
116695;10239848;Zelgrank;;;;;;;
116696;10239849;Bubenacker;;;;;;;
116697;10239851;IK Pfad;;;;;;;
116698;10239852;Sonnenhof;;;;;;;
116699;10239853;Hochwacht;;;;;;;
116700;10239855;Nurren;;;;;;;
116701;10239857;Badisacker;;;;;;;
116702;10239858;Ortsverbindung;;;;;;;
116703;10239859;ächer;;;;;;;
116704;10239860;Umfahrung;;;;;;;
116705;10239862;Brunegger;;;;;;;
116706;10239863;Rudolf Müller;;;;;;;
116707;10239864;Wald;;;;;;;
116708;10239865;Gärtnerhübel;;;;;;;
116709;10239866;Eigenämter;;;;;;;
116710;10239867;Rütenen;;;;;;;
116711;10239868;Weissenbach;;;;;;;
116712;10239869;Gruben;;;;;;;
116713;10239870;Ortsverbindung;;;;;;;
116714;10239871;Schul;;;;;;;
116715;10239872;Ortsverbindung;;;;;;;
116716;10239873;Hirzelen;;;;;;;
116717;10239874;A1;;;;;;;
116718;10239876;Bellikoner;;;;;;;
116719;10239877;Höhen;;;;;;;
116720;10239878;Fichten;;;;;;;
116721;10239879;Tegerfelder;;;;;;;
116722;10239880;Bodenächer;;;;;;;
116723;10239881;Lang;;;;;;;
116724;10239882;Ortsverbindung;;;;;;;
116725;10239883;Tobel;;;;;;;
116726;10239884;Bodenfeld;;;;;;;
116727;10239885;Pfrundtal;;;;;;;
116728;10239886;Pumpen;;;;;;;
116729;10239887;Dörrhalden;;;;;;;
116730;10239888;Eggenwiler;;;;;;;
116731;10239889;Räuchler;;;;;;;
116732;10239890;Schul;;;;;;;
116733;10239892;Furt;;;;;;;
116734;10239893;A3;;;;;;;
116735;10239896;Grossmatt;;;;;;;
116736;10239899;Ortsverbindung;;;;;;;
116737;10239900;Gyren;;;;;;;
116738;10239901;Ortsverbindung;;;;;;;
116739;10239903;Alfred Zimmermann;;;;;;;
116740;10239904;Heinrüti;;;;;;;
116741;10239906;Brugger;;;;;;;
116742;10239907;Buthal;;;;;;;
116743;10239908;Langächer;;;;;;;
116744;10239909;A3;;;;;;;
116745;10239910;Brauer;;;;;;;
116746;10239911;Wattwiler;;;;;;;
116747;10239912;Hoforerfeld;;;;;;;
116748;10239914;Ortsverbindung;;;;;;;
116749;10239915;Bahnhof;;;;;;;
116750;10239916;Käserholz;;;;;;;
116751;10239918;Sole;;;;;;;
116752;10239919;Bannholz;;;;;;;
116753;10239920;Langächer;;;;;;;
116754;10239922;Alt Mühle;;;;;;;
116755;10239923;Boller;;;;;;;
116756;10239924;Martismatt;;;;;;;
116757;10239926;Breitmattfuss;;;;;;;
116758;10239927;Buchen;;;;;;;
116759;10239928;Ortsverbindung;;;;;;;
116760;10239930;Kirchmattfuss;;;;;;;
116761;10239931;Buchstock;;;;;;;
116762;10239932;Rotrist;;;;;;;
116763;10239933;Oeschger;;;;;;;
116764;10239935;Eichen;;;;;;;
116765;10239937;Schachen;;;;;;;
116766;10239938;Schmiedhausen;;;;;;;
116767;10239939;Ewigkeits;;;;;;;
116768;10239941;Schwarzächer;;;;;;;
116769;10239942;Wüstyrebenpfad;;;;;;;
116770;10239943;Fluh Brand;;;;;;;
116771;10239944;Stöcklimatt;;;;;;;
116772;10239945;A3;;;;;;;
116773;10239946;Sulzer;;;;;;;
116774;10239947;Fluh Halden;;;;;;;
116775;10239949;Sulzer;;;;;;;
116776;10239950;Basler;;;;;;;
116777;10239951;Fluh Süd;;;;;;;
116778;10239952;Ortsverbindung;;;;;;;
116779;10239953;Tobel;;;;;;;
116780;10239954;Eisenbahn;;;;;;;
116781;10239955;Hintertüfenen;;;;;;;
116782;10239956;Fürberg;;;;;;;
116783;10239957;Aegerstfeld;;;;;;;
116784;10239958;Fridolins;;;;;;;
116785;10239959;Lärchen;;;;;;;
116786;10239960;Feihalter;;;;;;;
116787;10239961;Angliker;;;;;;;
116788;10239963;Neue Belchen;;;;;;;
116789;10239964;Fürberg;;;;;;;
116790;10239965;Ausserfeld;;;;;;;
116791;10239966;Richtbrunnen;;;;;;;
116792;10239967;Ortsverbindung;;;;;;;
116793;10239968;Kuppel;;;;;;;
116794;10239969;Börrlibach;;;;;;;
116795;10239970;Grenz;;;;;;;
116796;10239971;Raihalden;;;;;;;
116797;10239972;Leisacker;;;;;;;
116798;10239973;Bündtacher;;;;;;;
116799;10239974;Kägisholzli;;;;;;;
116800;10239975;Schüliberg;;;;;;;
116801;10239977;Dornhegli;;;;;;;
116802;10239978;Rifugio;;;;;;;
116803;10239979;Stadt;;;;;;;
116804;10239980;Reben;;;;;;;
116805;10239981;Eggmatten;;;;;;;
116806;10239982;A3;;;;;;;
116807;10239983;Stutzgänter;;;;;;;
116808;10239984;Riedacker;;;;;;;
116809;10239986;Eggstüdli;;;;;;;
116810;10239987;Tobel;;;;;;;
116811;10239988;Säge;;;;;;;
116812;10239989;Tannen;;;;;;;
116813;10239990;Eichstel;;;;;;;
116814;10239991;Tüfen;;;;;;;
116815;10239992;Sitt;;;;;;;
116816;10239993;Ortsverbindung;;;;;;;
116817;10239994;Fadhag;;;;;;;
116818;10239995;Tweren;;;;;;;
116819;10239996;Spiel;;;;;;;
116820;10239997;Amtshölzli;;;;;;;
116821;10239998;FC;;;;;;;
116822;10239999;Wachthüsli;;;;;;;
116823;10240001;Bad;;;;;;;
116824;10240002;Fuchsloch;;;;;;;
116825;10240003;Belchen;;;;;;;
116826;10240005;Brühlbach;;;;;;;
116827;10240006;Fulimoos;;;;;;;
116828;10240007;Berghof;;;;;;;
116829;10240008;Roggesbüel;;;;;;;
116830;10240009;Brünneli;;;;;;;
116831;10240010;Hinterbüel;;;;;;;
116832;10240011;Bodenächer;;;;;;;
