;STR_ESID;STN_LABEL_FINAL;wikiQLabel;wikiQ;sex;birth;death;placebirth;placedeath;image
33319;10235322;Parc CeReSOLE;;;;;;;;
33320;10235323;Parc CHUIT;;;;;;;;
33321;10235324;Parc Pralie;;;;;;;;
33322;10235325;Parc Imperatrice;;;;;;;;
33323;10235326;Parc Delices;;;;;;;;
33324;10235327;Parc Eaux Vives;;;;;;;;
33325;10235328;Parc Gue;;;;;;;;
33326;10235329;Parc Voiret;;;;;;;;
33327;10235330;Parc Emile DUPONT;;;;;;;;
33328;10235331;Parc Sauvy;;;;;;;;
33329;10235332;Parc Louis BERTRAND;;;;;;;;
33330;10235333;Parc Malagnou;;;;;;;;
33331;10235335;Parc NAVAZZA OLTRAMARE;;;;;;;;
33332;10235337;Parc Tressy Cordy;;;;;;;;
33333;10235342;Pont Nant Avril;;;;;;;;
33334;10235343;Pierriere;;;;;;;;
33335;10235380;Castellane;;;;;;;;
33336;10235381;Eglantine;;;;;;;;
33337;10235382;Lavegny;;;;;;;;
33338;10235383;Beauregard;;;;;;;;
33339;10235512;Militaire;;;;;;;;
33340;10235531;Grassy;;;;;;;;
33341;10235549;Jetee;;;;;;;;
33342;10235551;Rive;;;;;;;;
33343;10235552;Puits;;;;;;;;
33344;10235553;Poudriere;;;;;;;;
33345;10235554;Collonges;;;;;;;;
33346;10235555;Golf;;;;;;;;
33347;10235556;Pre;;;;;;;;
33348;10235557;Charbonney;;;;;;;;
33349;10235558;Charbonney;;;;;;;;
33350;10235559;Fruits;;;;;;;;
33351;10235560;Patinage;;;;;;;;
33352;10235561;Canal;;;;;;;;
33353;10235563;Pre Croix;;;;;;;;
33354;10235564;Plaine;;;;;;;;
33355;10235565;Pre Martin;;;;;;;;
33356;10235566;Douane;;;;;;;;
33357;10235567;Duzillet;;;;;;;;
33358;10235568;Coumin Dessous;;;;;;;;
33359;10235569;Triphon;;;;;;;;
33360;10235570;Ponts;;;;;;;;
33361;10235575;Chalex;;;;;;;;
33362;10235577;Salantin;;;;;;;;
33363;10235578;Plantour;;;;;;;;
33364;10235585;Digue Rhone;;;;;;;;
33365;10235588;Industrie;;;;;;;;
33366;10235589;Chene;;;;;;;;
33367;10235617;Monneresse;;;;;;;;
33368;10235618;Krafft;;;;;;;;
33369;10235620;Pres Mars;;;;;;;;
33370;10235621;Caroline Olivier Ruchet;;;;;;;;
33371;10235626;Suisse;;;;;;;;
33372;10235641;Milieu;http://www.wikidata.org/entity/Q21545158;Milieu;masculin;http://www.wikidata.org/.well-known/genid/05fbd2f6dad9ca2e66d3efbf08c2f0b0;1570-01-01T00:00:00Z;;;
33373;10235649;Fosse Marais;;;;;;;;
33374;10235672;Cret;;;;;;;;
33375;10235747;Jardins;;;;;;;;
33376;10235761;Plancemont;;;;;;;;
33377;10235870;Tour Enfer;;;;;;;;
33378;10235871;Clercs;;;;;;;;
33379;10235872;Praz Rond;;;;;;;;
33380;10235880;Pigires;;;;;;;;
33381;10235881;Arbogne;;;;;;;;
33382;10235884;Villars Terroir;;;;;;;;
33383;10235894;Hollandaises;;;;;;;;
33384;10235975;Saugettes;;;;;;;;
33385;10235977;Grillons;;;;;;;;
33386;10235978;Lonay;http://www.wikidata.org/entity/Q102281691;Lonay;masculin;;;;;
33387;10235979;Pala;http://www.wikidata.org/entity/Q19931477;Pala;masculin;1969-05-22T00:00:00Z;;http://www.wikidata.org/entity/Q972405;;
33388;10235980;Roufin;;;;;;;;
33389;10235984;Malatete;;;;;;;;
33390;10235985;Biolette;;;;;;;;
33391;10235986;Borne;;;;;;;;
33392;10235987;Grange Rouge;;;;;;;;
33393;10235988;Jordillet;;;;;;;;
33394;10235989;Stand;;;;;;;;
33395;10235990;Bas Monts;;;;;;;;
33396;10235995;Blassinges;;;;;;;;
33397;10235996;Novallet;;;;;;;;
33398;10235997;Suhen;;;;;;;;
33399;10235998;Charrue;;;;;;;;
33400;10235999;Marais Communaux;;;;;;;;
33401;10236001;Champ Cornuz;;;;;;;;
33402;10236017;Bois Ecard;;;;;;;;
33403;10236018;Pre Raisse;;;;;;;;
33404;10236019;Esplanade Trois Chene;;;;;;;;
33405;10236020;Charbonniers;;;;;;;;
33406;10236021;Parc Micheline;;;;;;;;
33407;10236022;Tordue;;;;;;;;
33408;10236101;Trois Sapins;;;;;;;;
33409;10236103;Gare;;;;;;;;
33410;10236105;Peupliers;;;;;;;;
33411;10236106;Cacavites;;;;;;;;
33412;10236107;Chatelard;;;;;;;;
33413;10236109;Jean Rodolphe Perronet;;;;;;;;
33414;10236110;Robert Mercier;http://www.wikidata.org/entity/Q2119811;Robert Mercier;masculin;1909-10-14T00:00:00Z;1958-09-23T00:00:00Z;http://www.wikidata.org/entity/Q90;;
33415;10236111;Grosmelin;;;;;;;;
33416;10236112;Gollion;;;;;;;;
33417;10236113;Follette;;;;;;;;
33418;10236114;Marais;;;;;;;;
33419;10236115;Renens;;;;;;;;
33420;10236116;Reservoirs;;;;;;;;
33421;10236117;Cle Champs;;;;;;;;
33422;10236118;Frayee;;;;;;;;
33423;10236119;Lisiere;;;;;;;;
33424;10236120;Prairie;;;;;;;;
33425;10236121;Source;;;;;;;;
33426;10236122;Alouette;;;;;;;;
33427;10236123;Devens;;;;;;;;
33428;10236124;Violettes;;;;;;;;
33429;10236134;Taillaz;;;;;;;;
33430;10236141;Poya Chateau;;;;;;;;
33431;10236147;Pierrailles;;;;;;;;
33432;10236150;Tremble;;;;;;;;
33433;10236151;Petits Monts;;;;;;;;
33434;10236153;Corne;;;;;;;;
33435;10236154;Trembley;;;;;;;;
33436;10236155;Fava;;;;;;;;
33437;10236156;Vignerons;;;;;;;;
33438;10236164;Damian;http://www.wikidata.org/entity/Q302067;Damian;masculin;1886-10-26T00:00:00Z;1973-10-08T00:00:00Z;http://www.wikidata.org/entity/Q16363024;http://www.wikidata.org/entity/Q73639;
33439;10236165;Pont Aire;;;;;;;;
33440;10236166;Champel Hopital;;;;;;;;
33441;10236168;Anne TORCAPEL;;;;;;;;
33442;10236170;Adret;;;;;;;;
33443;10236171;Parc MARIGNAC;;;;;;;;
33444;10236173;Bois Iles;;;;;;;;
33445;10236196;Traverse Passieux;;;;;;;;
33446;10236199;Dechetterie;;;;;;;;
33447;10236202;Grenouilles;;;;;;;;
33448;10236205;Libellules;;;;;;;;
33449;10236208;Raisins;;;;;;;;
33450;10236210;Pales;;;;;;;;
33451;10236217;Pas;;;;;;;;
33452;10236220;Mayens Basses;;;;;;;;
33453;10236232;Chaladettes;;;;;;;;
33454;10236249;Chapelet;http://www.wikidata.org/entity/Q12888824;Chapelet;masculin;;;;;
33455;10236273;Chavannes;;;;;;;;
33456;10236276;Tornaire;;;;;;;;
33457;10236277;Euloz;;;;;;;;
33458;10236278;Horbes;;;;;;;;
33459;10236280;Ovronnaz;;;;;;;;
33460;10236281;Cantonale Loc;;;;;;;;
33461;10236284;Canal;;;;;;;;
33462;10236285;Clairmont;;;;;;;;
33463;10236289;Corin;;;;;;;;
33464;10236293;Valencon;;;;;;;;
33465;10236296;Greme;;;;;;;;
33466;10236297;Tany;;;;;;;;
33467;10236301;Torrent;;;;;;;;
33468;10236305;Tovachit;;;;;;;;
33469;10236309;Tsanvalyer;;;;;;;;
33470;10236310;Rougin;;;;;;;;
33471;10236313;Zillavau;;;;;;;;
33472;10236314;Allamands;;;;;;;;
33473;10236317;Beze;;;;;;;;
33474;10236318;Arbaz;;;;;;;;
33475;10236321;s Cibles;;;;;;;;
33476;10236322;Becasses;;;;;;;;
33477;10236324;Moulin;;;;;;;;
33478;10236326;Becquelars;;;;;;;;
33479;10236332;Peuty;;;;;;;;
33480;10236338;Grenouilles;;;;;;;;
33481;10236342;Grives;;;;;;;;
33482;10236344;Planet;;;;;;;;
33483;10236346;Herons;;;;;;;;
33484;10236347;Essarts;;;;;;;;
33485;10236348;Praillon;;;;;;;;
33486;10236349;Champ Clos;;;;;;;;
33487;10236350;Lezards;;;;;;;;
33488;10236351;Fontanes;;;;;;;;
33489;10236352;Pre Rue;;;;;;;;
33490;10236353;Crete Oeil;;;;;;;;
33491;10236354;Fourches;;;;;;;;
33492;10236355;Lievres;;;;;;;;
33493;10236358;Glariers;;;;;;;;
33494;10236359;Longerayes;;;;;;;;
33495;10236362;Grands Ilots;;;;;;;;
33496;10236363;Pallis;;;;;;;;
33497;10236364;Tsacheiles;;;;;;;;
33498;10236365;Revers Crenne;;;;;;;;
33499;10236366;Huppes;;;;;;;;
33500;10236367;Pecheurs;;;;;;;;
33501;10236370;Louayres;;;;;;;;
33502;10236371;Pies;;;;;;;;
33503;10236374;Massettes;;;;;;;;
33504;10236375;Pinots;;;;;;;;
33505;10236378;Poulaillers;;;;;;;;
33506;10236379;Pouays;;;;;;;;
33507;10236382;Praz;;;;;;;;
33508;10236383;Sablons;;;;;;;;
33509;10236386;Prix;;;;;;;;
33510;10236387;Truites;;;;;;;;
33511;10236389;Tornays;;;;;;;;
33512;10236390;Raynes;http://www.wikidata.org/entity/Q21554568;Raynes;;;1623-01-01T00:00:00Z;;;
33513;10236391;Tsavannes;;;;;;;;
33514;10236393;Troulero;;;;;;;;
33515;10236394;Roseaux;;;;;;;;
33516;10236395;Illiarisses;;;;;;;;
33517;10236398;Goures;;;;;;;;
33518;10236399;Illiette;;;;;;;;
33519;10236402;Foulon;;;;;;;;
33520;10236403;Botsaton;;;;;;;;
33521;10236405;Roc Coupe;;;;;;;;
33522;10236406;Bet;;;;;;;;
33523;10236407;Bruant fou;;;;;;;;
33524;10236410;Chateau;;;;;;;;
33525;10236411;Betson;;;;;;;;
33526;10236413;Malatry;;;;;;;;
33527;10236414;Gamay;;;;;;;;
33528;10236415;Botsa;;;;;;;;
33529;10236418;Canal;;;;;;;;
33530;10236419;Domaine;;;;;;;;
33531;10236421;Croire;;;;;;;;
33532;10236422;Gypaete;;;;;;;;
33533;10236423;Haut Anze;;;;;;;;
33534;10236425;Tonkin;;;;;;;;
33535;10236426;Merle bleu;;;;;;;;
33536;10236427;Levant;;;;;;;;
33537;10236430;Canal;;;;;;;;
33538;10236431;Lovereche;;;;;;;;
33539;10236434;Pont;;;;;;;;
33540;10236435;Baussins;;;;;;;;
33541;10236437;Chemenaux;;;;;;;;
33542;10236438;Planuit;;;;;;;;
33543;10236439;Bouillets;;;;;;;;
33544;10236441;Draversaz;;;;;;;;
33545;10236442;Randonnaz;;;;;;;;
33546;10236443;Brichets;;;;;;;;
33547;10236445;Dreveneuse;;;;;;;;
33548;10236446;Rodo;;;;;;;;
33549;10236447;Clavies;;;;;;;;
33550;10236449;Crau;;;;;;;;
33551;10236451;Clives;;;;;;;;
33552;10236453;Onnaz;;;;;;;;
33553;10236454;Garde;;;;;;;;
33554;10236455;Croux;;;;;;;;
33555;10236457;Cure Collombey;;;;;;;;
33556;10236458;Colonie;;;;;;;;
33557;10236459;Hartes;;;;;;;;
33558;10236461;Cure Muraz;;;;;;;;
33559;10236462;Combe Dimanche;;;;;;;;
33560;10236463;Planigettes;;;;;;;;
33561;10236465;Combasse;;;;;;;;
33562;10236466;Coppe;;;;;;;;
33563;10236467;Prayis;;;;;;;;
33564;10236469;Fontaney;;;;;;;;
33565;10236471;Rajoreis;;;;;;;;
33566;10236472;Volluz;;;;;;;;
33567;10236474;Crete Seya;;;;;;;;
33568;10236475;Cularon;;;;;;;;
33569;10236476;Desserte Champ Pierres Nord;;;;;;;;
33570;10236478;Creuse;;;;;;;;
33571;10236479;Bonnevouette;;;;;;;;
33572;10236480;Desserte Champ Pierres Ouest;;;;;;;;
33573;10236482;Croix Mission;;;;;;;;
33574;10236483;Draversa;;;;;;;;
33575;10236484;Desserte Champ Pierres Sud;;;;;;;;
33576;10236486;Croix Revers;;;;;;;;
33577;10236487;Pale;;;;;;;;
33578;10236488;Desserte Colluires Bas;;;;;;;;
33579;10236490;Gouille;;;;;;;;
33580;10236491;Essert;;;;;;;;
33581;10236492;Desserte Colluires Haut;;;;;;;;
33582;10236494;Jeurotte;;;;;;;;
33583;10236495;Valere;;;;;;;;
33584;10236496;Desserte Combes Bas;;;;;;;;
33585;10236498;Lui;;;;;;;;
33586;10236499;Bans;;;;;;;;
33587;10236500;Desserte Combes Haut;;;;;;;;
33588;10236502;Pierra Rossa;;;;;;;;
33589;10236503;Milieu;http://www.wikidata.org/entity/Q21545158;Milieu;masculin;http://www.wikidata.org/.well-known/genid/05fbd2f6dad9ca2e66d3efbf08c2f0b0;1570-01-01T00:00:00Z;;;
33590;10236504;Giratoire Chiles;;;;;;;;
33591;10236506;Pierre Vatseron;;;;;;;;
33592;10236508;Giratoire Virottes;;;;;;;;
33593;10236510;PiSud;;;;;;;;
33594;10236511;Pre Naya;;;;;;;;
33595;10236512;Cretta;;;;;;;;
33596;10236514;Salentse;;;;;;;;
33597;10236516;Lui Aout;;;;;;;;
33598;10236520;Aieul;;;;;;;;
33599;10236523;Hopital;;;;;;;;
33600;10236524;Erboz;;;;;;;;
33601;10236528;Collins;http://www.wikidata.org/entity/Q5147340;Collins;masculin;;;;;
33602;10236530;Follateres;;;;;;;;
33603;10236531;Vers Bonnares;;;;;;;;
33604;10236532;Condemines;;;;;;;;
33605;10236534;Rhone;;;;;;;;
33606;10236535;Aiguille;;;;;;;;
33607;10236536;Fontanettes;;;;;;;;
33608;10236537;Beuble;;;;;;;;
33609;10236538;Catogne;;;;;;;;
33610;10236539;Epine;;;;;;;;
33611;10236540;Saxelles;;;;;;;;
33612;10236541;Champlong;;;;;;;;
33613;10236544;Four;;;;;;;;
33614;10236545;Combe Puits;;;;;;;;
33615;10236548;Raffort;;;;;;;;
33616;10236549;Montmort;;;;;;;;
33617;10236550;Combes;;;;;;;;
33618;10236551;Foret;;;;;;;;
33619;10236552;Montee Champlan;;;;;;;;
33620;10236553;Rioncey;;;;;;;;
33621;10236555;Nayes;;;;;;;;
33622;10236556;Montee Majorin;;;;;;;;
33623;10236557;Crottes;;;;;;;;
33624;10236558;Cretaux;;;;;;;;
33625;10236560;Montee Aulnes;;;;;;;;
33626;10236561;Tsatelis;;;;;;;;
33627;10236562;Dzerdi;;;;;;;;
33628;10236566;Secheron;;;;;;;;
33629;10236568;Champmasse Bas;;;;;;;;
33630;10236572;Champmasse Haut;;;;;;;;
33631;10236576;Chenaie;;;;;;;;
33632;10236580;Mitan;;;;;;;;
33633;10236584;Reservoir;;;;;;;;
33634;10236589;Cantonale;;;;;;;;
33635;10236592;Caroline Monaco;;;;;;;;
33636;10236593;Besse;;;;;;;;
33637;10236597;Bey;;;;;;;;
33638;10236601;Bochaton;;;;;;;;
33639;10236605;Cartet;;;;;;;;
33640;10236609;Champs Bournoux;;;;;;;;
33641;10236610;Jeur Pas;;;;;;;;
33642;10236613;Garette;;;;;;;;
33643;10236617;Gravier;;;;;;;;
33644;10236621;Combasse;;;;;;;;
33645;10236625;Croix Champs;;;;;;;;
33646;10236627;Raye;http://www.wikidata.org/entity/Q28071144;Raye;féminin;1997-10-24T00:00:00Z;;http://www.wikidata.org/entity/Q2361392;;
33647;10236629;Digue;;;;;;;;
33648;10236631;Pseula;;;;;;;;
33649;10236633;Vallee;;;;;;;;
33650;10236635;Serre;;;;;;;;
33651;10236637;Preveyres;;;;;;;;
33652;10236639;Bex;;;;;;;;
33653;10236643;Billonnaires;;;;;;;;
33654;10236645;Champs Mars;;;;;;;;
33655;10236647;Brochets;;;;;;;;
33656;10236649;Champy Reys;;;;;;;;
33657;10236651;Campagnols;;;;;;;;
33658;10236653;Champys;;;;;;;;
33659;10236657;Dailles;;;;;;;;
33660;10236659;Castors;;;;;;;;
33661;10236661;Fourches;;;;;;;;
33662;10236662;They;;;;;;;;
33663;10236663;Cestonis;;;;;;;;
33664;10236665;Sauges;;;;;;;;
33665;10236666;Es Nex;;;;;;;;
33666;10236667;Larzay;;;;;;;;
33667;10236669;Botza;;;;;;;;
33668;10236670;Pied Mont;;;;;;;;
33669;10236671;Peulet;;;;;;;;
33670;10236673;Canal Sud;;;;;;;;
33671;10236674;Martin;http://www.wikidata.org/entity/Q3295690;Martin;masculin;http://www.wikidata.org/.well-known/genid/f788a59a0fd7d41c8b761d84fec17c28;0107-01-01T00:00:00Z;http://www.wikidata.org/.well-known/genid/3ebd39ca0c0b73fdb7424bf63f2f24df;;
33672;10236676;Donjon;;;;;;;;
33673;10236677;Pied Praz;;;;;;;;
33674;10236680;Senat;;;;;;;;
33675;10236681;Eglantines;;;;;;;;
33676;10236682;Cibleries;;;;;;;;
33677;10236685;Falous;;;;;;;;
33678;10236689;Gotres;;;;;;;;
33679;10236691;pompage;;;;;;;;
33680;10236693;Gramounirs;;;;;;;;
33681;10236695;Saule;http://www.wikidata.org/entity/Q3474207;Saule;masculin;1977-09-25T00:00:00Z;;http://www.wikidata.org/entity/Q83407;;
33682;10236697;Hombes;;;;;;;;
33683;10236699;Syndicat;;;;;;;;
33684;10236701;Ollon;;;;;;;;
33685;10236703;triage;;;;;;;;
33686;10236705;Fiou;;;;;;;;
33687;10236709;Frougnon;;;;;;;;
33688;10236712;Toccard;;;;;;;;
33689;10236715;Zerdeu;;;;;;;;
33690;10236719;Chey Loc;;;;;;;;
33691;10236723;Clot Mouzivet;;;;;;;;
33692;10236724;Traverse Pacages;;;;;;;;
33693;10236727;Clot Boc;;;;;;;;
33694;10236728;Traverse Paluds;;;;;;;;
33695;10236731;Crouey Tsan;;;;;;;;
33696;10236732;Traverse Preles;;;;;;;;
33697;10236735;Derriere Vignes;;;;;;;;
33698;10236736;Traverse Vernes;;;;;;;;
33699;10236739;Daille;;;;;;;;
33700;10236740;Digue;;;;;;;;
33701;10236743;Forey;;;;;;;;
33702;10236744;Golette;;;;;;;;
33703;10236747;Glaciere;;;;;;;;
33704;10236748;Milieu;http://www.wikidata.org/entity/Q21545158;Milieu;masculin;http://www.wikidata.org/.well-known/genid/05fbd2f6dad9ca2e66d3efbf08c2f0b0;1570-01-01T00:00:00Z;;;
33705;10236751;Gotra;;;;;;;;
33706;10236752;Tennis;;;;;;;;
33707;10236755;Montagnette;;;;;;;;
33708;10236756;Amadou;;;;;;;;
33709;10236759;Reichiauge;;;;;;;;
33710;10236760;Chargeux;;;;;;;;
33711;10236763;Clot;;;;;;;;
33712;10236764;col;;;;;;;;
33713;10236767;Plandichenetse;;;;;;;;
33714;10236768;Er Chermignon;;;;;;;;
33715;10236771;Templio;;;;;;;;
33716;10236772;Raffort;;;;;;;;
33717;10236775;Tserny;;;;;;;;
33718;10236776;Croisee;;;;;;;;
33719;10236779;Barzettes;;;;;;;;
33720;10236780;Demecre;;;;;;;;
33721;10236784;Chaux;;;;;;;;
33722;10236787;Crevais;;;;;;;;
33723;10236788;Aberieux Chancotin;;;;;;;;
33724;10236790;Berge Rhone;;;;;;;;
33725;10236791;Essielles;;;;;;;;
33726;10236792;Fenestral;;;;;;;;
33727;10236794;Champ Mocco;;;;;;;;
33728;10236795;Marcons;;;;;;;;
33729;10236796;Erie Sorniot;;;;;;;;
33730;10236798;Champex Amont;;;;;;;;
33731;10236799;Planteys;;;;;;;;
33732;10236800;Garettes Sorniot;;;;;;;;
33733;10236802;Chaudanne;;;;;;;;
33734;10236803;Samiliens;;;;;;;;
33735;10236806;Grevaz Bas;;;;;;;;
33736;10236807;Varroux;;;;;;;;
33737;10236808;Telepherique Beudon;;;;;;;;
33738;10236810;Grevaz Haut;;;;;;;;
33739;10236811;Violettes;;;;;;;;
33740;10236812;Corniche;;;;;;;;
33741;10236814;Guillemande;;;;;;;;
33742;10236815;Mouchannes;;;;;;;;
33743;10236816;Charbonniere;;;;;;;;
33744;10236818;Jeurneyre;;;;;;;;
33745;10236819;Pradoussey;;;;;;;;
33746;10236822;Cantine;;;;;;;;
33747;10236824;Carriere;;;;;;;;
33748;10236826;Ciblerie;;;;;;;;
33749;10236828;Chaudanne;;;;;;;;
33750;10236829;Coupe;;;;;;;;
33751;10236832;Conduite;;;;;;;;
33752;10236833;Canal;;;;;;;;
33753;10236836;Creuse;;;;;;;;
33754;10236837;Passerelle;;;;;;;;
33755;10236838;Glacier;http://www.wikidata.org/entity/Q5566122;Glacier;masculin;1964-05-13T00:00:00Z;;http://www.wikidata.org/entity/Q994144;;
33756;10236841;Regalesse;;;;;;;;
33757;10236843;Riddes;;;;;;;;
33758;10236844;Dechetterie;;;;;;;;
33759;10236845;Messe;;;;;;;;
33760;10236847;Hombes;;;;;;;;
33761;10236849;Alpages;;;;;;;;
33762;10236850;Tsampi;;;;;;;;
33763;10236851;Rayes;;;;;;;;
33764;10236853;Clives;;;;;;;;
33765;10236854;Tennis;;;;;;;;
33766;10236855;Soeurs;;;;;;;;
33767;10236857;Desert;;;;;;;;
33768;10236858;Champ Michaud;;;;;;;;
33769;10236860;Pirra Groche;;;;;;;;
33770;10236861;Er Lens;;;;;;;;
33771;10236862;Jeanbasse;;;;;;;;
33772;10236865;Ayent;;;;;;;;
33773;10236866;Cabane Rambert;;;;;;;;
33774;10236867;Pichiou;;;;;;;;
33775;10236869;Pierre Grosse;;;;;;;;
33776;10236870;Tire;;;;;;;;
33777;10236871;Stand;;;;;;;;
33778;10236873;Produit;;;;;;;;
33779;10236875;Tohe;;;;;;;;
33780;10236877;Rumillez;;;;;;;;
33781;10236879;Sayer;;;;;;;;
33782;10236881;Argousiers;;;;;;;;
33783;10236885;Aubepines;;;;;;;;
33784;10236887;Lac;;;;;;;;
33785;10236889;Baguenaudiers;;;;;;;;
33786;10236891;Rampe Plampra;;;;;;;;
33787;10236893;Barmes;;;;;;;;
33788;10236895;Rampe Bouilles;;;;;;;;
33789;10236897;Bas Fonds;;;;;;;;
33790;10236899;Leonard;http://www.wikidata.org/entity/Q1818930;Leonard;masculin;1964-01-03T00:00:00Z;;http://www.wikidata.org/entity/Q69814;;
33791;10236901;Caouettes;;;;;;;;
33792;10236903;Bedan;;;;;;;;
33793;10236905;Champis;;;;;;;;
33794;10236907;Prali;;;;;;;;
33795;10236909;Champs Fumeaux;;;;;;;;
33796;10236911;Praboussa;;;;;;;;
33797;10236912;Roua dou Poble;;;;;;;;
33798;10236913;Chaudzes;;;;;;;;
33799;10236914;Chatelaret;;;;;;;;
33800;10236915;Tsampoudau;;;;;;;;
33801;10236916;Bachanne;;;;;;;;
33802;10236917;Corbassieres;;;;;;;;
33803;10236918;Clou;http://www.wikidata.org/entity/Q2979709;Clou;masculin;1952-01-01T00:00:00Z;;;;
33804;10236919;Sablons;;;;;;;;
33805;10236920;Quartery;;;;;;;;
33806;10236922;Combes;;;;;;;;
33807;10236923;Verneys;;;;;;;;
33808;10236924;Atiore;;;;;;;;
33809;10236927;Ronco;;;;;;;;
33810;10236928;Prelet;;;;;;;;
33811;10236929;Vires;;;;;;;;
33812;10236931;Seminaire;;;;;;;;
33813;10236933;Orgival;;;;;;;;
33814;10236935;Stade;;;;;;;;
33815;10236939;Terra;;;;;;;;
33816;10236943;Mourziere;;;;;;;;
33817;10236947;Proprija;;;;;;;;
33818;10236951;Raspille;;;;;;;;
33819;10236955;Tsapouige;;;;;;;;
33820;10236959;Pertuis;;;;;;;;
33821;10236962;Meyen;;;;;;;;
33822;10236963;Bois;;;;;;;;
33823;10236965;Vens;;;;;;;;
33824;10236966;Montuires;;;;;;;;
33825;10236967;Ponant;;;;;;;;
33826;10236971;Revers;;;;;;;;
33827;10236975;Collonge;;;;;;;;
33828;10236979;Delez;;;;;;;;
33829;10236983;Deviation;;;;;;;;
33830;10236987;Graviere;;;;;;;;
33831;10236991;Palette;;;;;;;;
33832;10236995;Passerelle;;;;;;;;
33833;10236999;Station Federale;;;;;;;;
33834;10237003;Avintier;;;;;;;;
33835;10237007;Oratoire;;;;;;;;
33836;10237010;Cornes;;;;;;;;
33837;10237011;Prile;;;;;;;;
33838;10237015;Valeresse;;;;;;;;
33839;10237018;Anzerable;;;;;;;;
33840;10237019;Croix;;;;;;;;
33841;10237021;Bregneux;;;;;;;;
33842;10237023;Iles;;;;;;;;
33843;10237025;Cavoucin;;;;;;;;
33844;10237027;Jardins Neufs;;;;;;;;
33845;10237029;Jorasse;;;;;;;;
33846;10237031;Portions;;;;;;;;
33847;10237033;Berge Canal;;;;;;;;
33848;10237034;Roger Udriot;;;;;;;;
33849;10237037;Bourgeoisie;;;;;;;;
33850;10237038;Carriere;;;;;;;;
33851;10237041;Cime;;;;;;;;
33852;10237042;Mex;;;;;;;;
33853;10237045;Sable Fou;;;;;;;;
33854;10237046;Cretes;;;;;;;;
33855;10237049;Stand;;;;;;;;
33856;10237053;Torrent;;;;;;;;
33857;10237057;Helmut Gams;http://www.wikidata.org/entity/Q86513;Helmut Gams;masculin;1893-09-25T00:00:00Z;1976-02-13T00:00:00Z;http://www.wikidata.org/entity/Q14960;http://www.wikidata.org/entity/Q1735;
33858;10237058;Village Granges;;;;;;;;
33859;10237061;Colline Ardente;;;;;;;;
33860;10237062;Village Tretien;;;;;;;;
33861;10237066;Mabillien;;;;;;;;
33862;10237069;Desserte Champ Pierres Centre;;;;;;;;
33863;10237070;Ceintaneire;;;;;;;;
33864;10237073;Tsatelets;;;;;;;;
33865;10237074;Reservoir;;;;;;;;
33866;10237077;Verbes;;;;;;;;
33867;10237078;Stand;;;;;;;;
33868;10237080;Menandri;;;;;;;;
33869;10237081;Mont;;;;;;;;
33870;10237082;Madeleine;http://www.wikidata.org/entity/Q65152861;Madeleine;féminin;1765-01-01T00:00:00Z;1850-01-01T00:00:00Z;http://www.wikidata.org/entity/Q3118683;;
33871;10237084;Piry;;;;;;;;
33872;10237085;Eterpis;;;;;;;;
33873;10237086;Loye;;;;;;;;
33874;10237088;Salins Veysonnaz;;;;;;;;
33875;10237089;Industrie;;;;;;;;
33876;10237090;Cretalimbord;;;;;;;;
33877;10237092;Mayens Loges;;;;;;;;
33878;10237093;Sillonin;;;;;;;;
33879;10237094;Clous;;;;;;;;
33880;10237095;Montee Vermis;;;;;;;;
33881;10237096;Ronques;;;;;;;;
33882;10237097;Guerite;;;;;;;;
33883;10237098;Devins;;;;;;;;
33884;10237101;Portions Quarante Quatre;;;;;;;;
33885;10237102;Faverzes;;;;;;;;
33886;10237105;Reservoirs;;;;;;;;
33887;10237106;Peillettes;;;;;;;;
33888;10237109;Ters;;;;;;;;
33889;10237110;Perys;;;;;;;;
33890;10237113;Vaques;;;;;;;;
33891;10237114;Merdessonnet;;;;;;;;
33892;10237117;Vignerons;;;;;;;;
33893;10237118;Combache;;;;;;;;
33894;10237121;Euloi;;;;;;;;
33895;10237122;Lac;;;;;;;;
33896;10237123;Pascal Thurre;;;;;;;;
33897;10237125;Orsat;;;;;;;;
33898;10237129;Daillet;;;;;;;;
33899;10237133;Domaine Brule;;;;;;;;
33900;10237137;Fond Vignes;;;;;;;;
33901;10237141;Pre Bougnonne;;;;;;;;
33902;10237147;Rive Salentse Est;;;;;;;;
33903;10237149;Reposieux;;;;;;;;
33904;10237151;Rive Salentse Ouest;;;;;;;;
33905;10237153;Sex Armaille;;;;;;;;
33906;10237155;Anze;;;;;;;;
33907;10237159;Gru;http://www.wikidata.org/entity/Q12750557;Gru;masculin;1973-03-08T00:00:00Z;2019-09-09T00:00:00Z;http://www.wikidata.org/entity/Q747470;http://www.wikidata.org/entity/Q189419;
33908;10237163;Proz Mars;;;;;;;;
33909;10237167;Sinlio;;;;;;;;
33910;10237171;Bains Saillon;;;;;;;;
33911;10237175;Castors;;;;;;;;
33912;10237179;Chasseurs;;;;;;;;
33913;10237183;Ilots;;;;;;;;
33914;10237186;Proz Bruniers;;;;;;;;
33915;10237187;Mages;;;;;;;;
33916;10237190;Bochat;;;;;;;;
33917;10237191;Canal;;;;;;;;
33918;10237195;Traverse Outre Rhone;;;;;;;;
33919;10237202;Beuble;;;;;;;;
33920;10237204;Rhone Est;;;;;;;;
